Date,Offline_Cost,Online_Cost,Shipping_Fee,GST
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.12
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.12
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,0,0.05
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,351.64,0.1
2019-01-05,4500,4055.3,351.64,0.05
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.05
2019-01-05,4500,4055.3,6.5,0.05
2019-01-05,4500,4055.3,6.5,0.05
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.05
2019-01-05,4500,4055.3,6.5,0.05
2019-01-05,4500,4055.3,6.5,0.12
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,12.76,0.18
2019-01-05,4500,4055.3,12.76,0.18
2019-01-05,4500,4055.3,12.76,0.05
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,35.96,0.18
2019-01-05,4500,4055.3,35.96,0.18
2019-01-05,4500,4055.3,35.96,0.18
2019-01-05,4500,4055.3,35.96,0.1
2019-01-05,4500,4055.3,35.96,0.18
2019-01-05,4500,4055.3,35.96,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.05
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,28.78,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,35.96,0.18
2019-01-05,4500,4055.3,35.96,0.05
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,35.3,0.18
2019-01-05,4500,4055.3,35.3,0.18
2019-01-05,4500,4055.3,35.3,0.18
2019-01-05,4500,4055.3,35.3,0.18
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,0,0.18
2019-01-05,4500,4055.3,0,0.1
2019-01-05,4500,4055.3,0,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-05,4500,4055.3,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,13.78,0.18
2019-01-06,4500,3796.85,13.78,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.05
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,35.96,0.18
2019-01-06,4500,3796.85,35.96,0.1
2019-01-06,4500,3796.85,8.7,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,213.13,0.18
2019-01-06,4500,3796.85,213.13,0.1
2019-01-06,4500,3796.85,213.13,0.1
2019-01-06,4500,3796.85,213.13,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.05
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.05
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,64.01,0.18
2019-01-06,4500,3796.85,64.01,0.18
2019-01-06,4500,3796.85,64.01,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.18
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-06,4500,3796.85,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.05
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.1
2019-01-07,4500,2579.52,6.5,0.18
2019-01-07,4500,2579.52,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.18
2019-01-08,5000,2551.38,6.5,0.12
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.18
2019-01-08,5000,2551.38,6.5,0.18
2019-01-08,5000,2551.38,6.5,0.05
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.18
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.1
2019-01-08,5000,2551.38,6.5,0.18
2019-01-08,5000,2551.38,6.5,0.18
2019-01-08,5000,2551.38,6.5,0.1
