대여소 그룹,팀명,대여소 명,대여 건수
동대문구,훈련원4팀,608. 전농삼성아파트,185
강동구,천호1팀,1079.강일동입구교차로,185
용산구,세종로 4팀,4618. 풍전아파트 건너편,186
영등포구,영남3팀,4580. 국회3문,186
종로구,세종로1팀,3426.독립문역 2번출구 뒤,186
마포구,상암1팀,4221. 솔리스타오피스텔(공덕동주민센터),186
서초구,이수1팀,2539.대한무역투자진흥공사 KOTRA 앞,186
성북구,훈련원2팀,1370. 복자사랑 피정의 집,187
강서구,개화1팀,3787. 가양나들목,188
동작구,영남2팀,4152. 상도효성해링턴플레이스,188
용산구,세종로3팀,831. 이태원관광특구입구,188
강서구,개화1팀,1101. 개화동상사마을종점 버스정류장,188
은평구,상암3팀,959. 구파발10단지 인근,188
중랑구,중랑3팀,1479.면목 홈플러스 2,189
도봉구,도봉3팀,1732. 우리은행 앞,189
강동구,천호1팀,3682. 길동 동호빌딩,189
마포구,상암1팀,4224. 서부운전면허시험장,190
중랑구,중랑3팀,1459. 용마한신아파트사거리,190
강북구,도봉4팀,1538. 솔밭공원역,190
송파구,학여울2팀,2645.잠실나들목2(엘스아파트136동),190
용산구,세종로3팀,857. 현대 안성타워,191
노원구,도봉1팀,1664. 노해근린공원내,191
중구,훈련원1팀,371. 동대입구역 6번출구 뒤,191
은평구,상암2팀,4658. 녹번역1번출구앞,191
도봉구,도봉3팀,4064. 신창아파트 입구 앞,192
관악구,영남2팀,3310.영락고등학교,192
강동구,천호1팀,1063.강동롯데캐슬퍼스트 아파트(관리동),192
영등포구,영남3팀,271. 샛강생태공원방문자센터 앞,192
강북구,도봉4팀,1511. 번동 금호어울림아파트102동앞,192
중랑구,중랑3팀,1426. 면목도시개발아파트 1동 앞,193
서초구,이수3팀,2280. 서울서초고용센터앞,193
강동구,천호1팀,1069.강동경희대학교병원 입구,193
강북구,도봉4팀,1510. 번동주공5단지 관리사무소 앞,193
구로구,천왕1팀,1971. 오정초교 앞 보도육교,193
관악구,이수2팀,2159. 인헌초교,193
금천구,천왕2팀,1849. 대륭포스트타워5차,193
은평구,상암3팀,953. 서울연신초등학교,193
강남구,학여울1팀,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),193
은평구,상암3팀,942. 상림마을 생태공원,194
강북구,도봉4팀,1571.북서울 꿈의 숲 입구,194
구로구,천왕2팀,1998. 고척교 교차로,194
구로구,천왕1팀,3912. 삼호아파트 앞,194
강남구,학여울1팀,3629. 청담사거리(신한오피스텔빌딩 앞),194
양천구,개화4팀,4516. 신진빌라,194
양천구,개화3팀,776.목마공원,194
은평구,상암3팀,994.북한산생태공원입구(교통섬),195
용산구,세종로 4팀,4627. 효창공원앞역 5번출구 옆,195
성동구,중랑2팀,3557.서울숲리버뷰자이APT105동 앞,195
용산구,세종로 4팀,830. 청암자이아파트앞,195
서초구,이수1팀,4320. 신영체르니 아파트,195
강동구,천호1팀,3653. 강동리버스트4단지아파트 404동 앞,196
서초구,이수3팀,2509. 심산기념문화센터,196
도봉구,도봉3팀,1761.방학중학교 앞,197
중구,세종로 4팀,442.서울역 서부,197
서대문구,상암1팀,3114.충정로역 3번 출구,198
용산구,세종로3팀,4615. 크라운호텔앞 버스정류소,198
서초구,이수3팀,2214. 신반포역 2번출구 앞,198
용산구,세종로 4팀,4616. 신용산지하차도 앞,199
도봉구,도봉3팀,1768.신동아타워 버스정류소,199
구로구,천왕1팀,1999. 수궁동 성당 주변,199
강동구,천호1팀,3654. 강동리버스트4단지아파트 405동 앞,200
중구,세종로2팀,4776. 신세계면세점,200
용산구,세종로 4팀,4602. 숙명여대앞 버스정류소 주변,200
강동구,천호1팀,1031. 올림픽로 836(아리수로),201
금천구,천왕3팀,1865.금천구청앞(M빌딩),201
강서구,개화1팀,1196. 서울식물원(문화센터) 건너편,202
은평구,상암2팀,978.녹번 힐스테이트상가앞,202
서대문구,상암2팀,3107. 연희초등학교 앞,203
성동구,중랑2팀,3547.상왕십리역 6번 출입구,203
은평구,상암3팀,952. 서울연신중학교,203
동대문구,훈련원3팀,4116. 이문e편한세상아파트 앞,203
성동구,중랑2팀,3558.마장동 금호어울림APT앞,203
강남구,학여울1팀,3604. 삼성중앙역 5번출구,204
송파구,학여울2팀,1263. 장지공영차고지,204
강남구,학여울1팀,3630. 개포우성6차아파트 정문 앞,204
강북구,도봉4팀,1522. 월드전기조명인테리어(우이동),204
서초구,이수3팀,4312. 반포미도2차아파트 옆,204
종로구,훈련원1팀,397. 종묘공영주차장 건너편,204
송파구,학여울2팀,1296. 석촌호수교차로 (송파나루근린공원 앞),205
은평구,상암3팀,921. 신도고등학교,205
중구,세종로2팀,4784. 중부경찰서앞 사거리,206
서초구,이수2팀,2223. 방배래미안 정문 앞,207
노원구,도봉2팀,1693. 원자력 병원,207
구로구,천왕1팀,1992. 구로구배드민턴실내체육관 앞,207
송파구,천호2팀,4861. 거여삼거리,207
중구,훈련원1팀,428. 명보사거리,207
동작구,이수2팀,2069. 숭실대 입구역3번 출구 앞,207
노원구,도봉2팀,1646. 삼육대 입구,208
노원구,도봉2팀,2907. 월계중학교,208
관악구,이수2팀,3813. 낙성대역 5번출구,208
구로구,천왕1팀,1967. 참새공원(백곡경노당),209
관악구,영남2팀,2143. 서울산업정보학교,209
마포구,상암1팀,424. 롯데하이마트 (상암월드컵점),210
강북구,도봉4팀,1551.4.19탑 앞,210
송파구,천호2팀,1213. 백토공원 앞,210
성북구,훈련원2팀,1304. 만해공원,211
노원구,도봉2팀,2914.서울과학기술대학교(미래관),211
구로구,천왕1팀,3903. 현대아파트 앞,211
성북구,훈련원2팀,1347. 길음래미안아파트817동 상가 앞,212
노원구,도봉2팀,1660. 서울시립과학관,212
송파구,학여울2팀,4887. 호돌이상가,212
중구,훈련원1팀,382. 약수역 10번출구 앞,212
용산구,세종로3팀,848. 삼각지12번 출구,213
강동구,천호1팀,1056. 강일리버파크 7~11단지,213
강북구,도봉4팀,1539. 4.19민주묘지역,213
강남구,학여울1팀,2311. 학동로 래미안 아파트 앞,213
서초구,이수2팀,2281. 연세사랑병원신관앞,213
은평구,상암3팀,947. 연신내 선일하이츠빌 정류소,213
성동구,중랑2팀,3553.마장역3번출구,214
강동구,천호1팀,1058. 고덕숲 아이파크 1,214
강서구,개화2팀,3799. 국립항공박물관,214
동작구,영남2팀,4167. 구로교 아래,214
금천구,천왕3팀,1868.우리은행 시흥남자동화점 앞,215
은평구,상암2팀,934. 신사동 성당,215
구로구,천왕1팀,2822.제니스스포츠 앞,216
강북구,도봉4팀,1504. 다이소 삼양시장점,216
송파구,천호2팀,2616. 거여동 사거리,216
강동구,천호1팀,3673. 강동리버스트6단지,216
금천구,천왕3팀,1863.위너스 스포츠클럽 골프연습장옆,216
구로구,천왕1팀,1968. 동인오피스텔 건너편 소공원,217
종로구,세종로1팀,4715. 돈의문 박물관 마을,217
노원구,도봉2팀,4017. 월계 청백1단지 아파트 정류장,217
영등포구,영남3팀,4591. 신길자이아파트,217
강남구,학여울2팀,3623. 일원에코파크 앞(개포로 방면),217
구로구,천왕1팀,2815.항동지구 7단지 정문,218
금천구,천왕3팀,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,218
은평구,상암2팀,975.백련산 힐스테이트상가앞,219
도봉구,도봉3팀,4075. 방학신동아아파트 11동 앞,219
강서구,개화2팀,3797. 마곡수명산파크7단지 710동 앞,221
서초구,이수3팀,2215. 반포종합운동장 입구,222
서대문구,상암1팀,139. 연세대 정문 건너편,222
마포구,상암1팀,120. 신수동 사거리,222
중랑구,중랑3팀,1480. 용마지구대 옆,222
관악구,영남2팀,2172. 나들목공원,224
동작구,이수2팀,2048. 삼일초등학교 인근,224
강동구,천호1팀,1018. 둔촌 주공 GS 맞은편,224
송파구,천호2팀,1279. 마천금호어울림 1차아파트 건너편,224
강남구,학여울1팀,2398. 더라움,224
서초구,이수1팀,2285. LH서초3단지 301동 맞은편,224
강남구,학여울1팀,2358. 구룡초사거리 (현대아파트10동 앞 ),225
중구,세종로2팀,470.회현역 7번출구,225
강동구,천호1팀,3691. 둔촌역 2번출구,225
종로구,세종로1팀,446. 상명대입구,225
구로구,천왕1팀,3918. 이좋은집오피스텔 앞,225
성동구,중랑2팀,3530. 왕십리자이아파트 후문(삼거리),225
종로구,훈련원1팀,388. 동성중학교 앞,226
영등포구,영남3팀,4555. 대림우성2차아파트,226
서초구,이수3팀,4306. 서래공원 앞,226
은평구,상암3팀,922. 연신내역 4번출구,226
강동구,천호1팀,1041. 묘곡초등학교,226
관악구,이수2팀,2129. 낙성대 과학전시관,227
금천구,천왕3팀,1825. 한신아파트 앞 육교 아래,227
서대문구,상암2팀,164. 북가좌1동 주민센터,227
도봉구,도봉3팀,1757.솔밭공원역 1번출구 앞,227
강남구,학여울2팀,2422.수서동 성당 맞은편,227
성북구,훈련원2팀,1353. 금호어울림센터힐 내,227
강서구,개화2팀,1181. 농수산식품공사 (강서지사),227
중랑구,중랑3팀,1425. 용마문화복지센터,227
강동구,천호1팀,3675. 강동리버스트8단지,228
도봉구,도봉3팀,1774.반석교회(쌍문동),228
서초구,이수1팀,2550.양재동 꽃시장 건너편,229
영등포구,영남1팀,4601.양평역2번출구 뒤,229
송파구,학여울2팀,2625.가락종합 사회복지관,229
강서구,개화1팀,3776. 김포공항교차로,229
광진구,중랑1팀,555. 구의3동주민센터,230
서대문구,상암1팀,3100. 북성초교,230
은평구,상암3팀,902. 진관동 은빛초등학교,230
용산구,세종로 4팀,836. 현대자동차서비스 앞,230
성북구,훈련원2팀,1367. 길음문화복합미디어센터,230
도봉구,도봉3팀,1759.서울북부지방법원 앞,231
금천구,천왕3팀,3985. 디폴리스 지식산업센터,232
강남구,학여울2팀,2426.강남한신휴플러스 6단지,232
마포구,상암1팀,4216. 망원정 앞,232
강서구,개화1팀,3801. 이랜드글로벌R&D센터,232
강남구,학여울1팀,2326. 대치동 삼성로,232
송파구,천호2팀,2614. 가락고등학교 앞,233
서초구,이수3팀,2272. 교대입구 교차로,233
용산구,세종로 4팀,852.청암자이APT(103동),233
송파구,학여울2팀,2634.위례포레샤인아파트 2318동,233
용산구,세종로3팀,864.순천향대학병원(한남오거리),233
은평구,상암3팀,993.은평뉴타운 은뜨락아파트앞,233
강남구,학여울1팀,2389. 경기여자고등학교 후문 (삼성로3길 입구),234
영등포구,영남3팀,4599. 대림우성아파트 사거리,235
동대문구,훈련원3팀,636. 세종대왕기념관 교차로,235
강남구,학여울2팀,3644. 상록수아파트,235
동작구,이수2팀,2062. 사당새마을금고,235
도봉구,도봉3팀,1770.도봉한신아파트 주변,235
강남구,학여울1팀,2317. 삼성도로공원,236
서대문구,상암2팀,3127.홍은2파출소 옆,236
마포구,상암1팀,413. 상암월드컵파크 3단지 후문,236
강동구,천호1팀,1067.한영중고앞사거리,236
금천구,천왕3팀,1853. 서울디자인직업전문학교 앞,236
중구,훈련원1팀,483.남산타운아파트 버스정류장,236
강남구,학여울1팀,2313. 금원빌딩 앞,237
동작구,이수2팀,4173. 중대후문 마을버스정류장,237
동작구,이수2팀,2071. 대림아파트 후문 상가 옆,238
양천구,천왕1팀,767.신정숲속마을아파트,239
중랑구,중랑3팀,4835. 망우동 본죽 앞,239
서초구,이수3팀,2520.서초1교 (진흥아파트 방면),239
중랑구,중랑3팀,1457. 동원사거리,239
양천구,개화4팀,745. 강서초등학교,239
강남구,학여울1팀,2360. 도곡1동 주민센터 교차로,239
강서구,개화3팀,1183. KC 대학교,239
강서구,개화2팀,1161. 강서면허시험장 앞,239
금천구,천왕3팀,3984. 가산롯데아이티캐슬,240
영등포구,영남3팀,298.KBS 연구동 건너편,241
중랑구,중랑3팀,1436. 동원베네스트 건물 앞,241
동대문구,훈련원3팀,672.대광고등학교,241
영등포구,영남3팀,4579. 국회의사당 본관,241
서초구,이수3팀,4316. 고속터미널역 3번출구,241
서대문구,상암2팀,3132.홍제교,242
구로구,천왕2팀,2826.가마산지하보도 옆,242
영등포구,영남3팀,3211.신길 래미안 프레비뉴,242
광진구,중랑1팀,3880. 홍련봉 공원,242
강동구,천호1팀,3655. 둔촌신성미소지움아파트,242
영등포구,영남3팀,260. 여의도 마리나선착장 앞,243
동대문구,훈련원4팀,621. 동대문중학교 옆,243
강북구,도봉4팀,1574.송중초등학교 옆,243
강남구,학여울1팀,"2419.봉은사역 1,2번 출구",244
강남구,학여울1팀,2364. 도산공원교차로,244
노원구,도봉1팀,1696.수락리버시티4단지,245
강서구,개화3팀,5067. 주원 리젠트 앞,246
금천구,천왕3팀,3969. 독산역 롯데캐슬 104동 앞,246
강남구,학여울1팀,2368. 도곡동 경남아파트 건너편,247
중구,세종로2팀,4775. 을지로지하쇼핑센터,247
중구,훈련원1팀,480.약수역 6번 출구,247
은평구,상암3팀,4653. 불광역 9번 출구 맞은편,249
은평구,상암2팀,4665. 응암역3번 출구(서부경찰서 방면),249
서초구,이수1팀,2205. 내곡3단지 어린이공원 앞,250
강북구,도봉4팀,1542. 삼양사거리역,251
성북구,훈련원2팀,1316. 고려사대부속중고 건너편,251
구로구,천왕2팀,3919. 구로역·NC신구로점 버스정류장(구로역 방면),251
용산구,세종로3팀,840. 용산 파크타워 앞,252
용산구,세종로 4팀,850. KCC용산월츠타워,252
도봉구,도봉3팀,1727. 서울도봉초등학교인근,252
금천구,천왕3팀,1843. 독산고등학교,252
송파구,학여울2팀,4475. 송파파인타운 4단지 403동,253
구로구,천왕1팀,1973. 오리로와 서해안도로 교차로 앞,253
송파구,학여울2팀,1285. 위례별 유치원 뒤,253
동대문구,훈련원4팀,606. 휘경공고앞,253
중구,세종로2팀,4785. 롯데시티호텔,254
성북구,훈련원2팀,4414. 안암역 3번 출구,254
영등포구,영남3팀,4578.보라매sk뷰,254
송파구,학여울2팀,4886. 배명고등학교 건너편,254
강남구,학여울1팀,2319. 포스코사거리 서측(수협 삼성동 지점),255
동대문구,훈련원4팀,638. 서울시립대 정보기술관,255
동대문구,훈련원3팀,666.이문대성유니드아파트 앞,255
서대문구,상암1팀,3134.SK리쳄블(상수도사업본부),255
서초구,이수1팀,2246. 서울시 품질시험소 앞,256
강남구,학여울1팀,2353. 강남구청역 2번출구 뒤,256
동작구,영남2팀,2057. 상도 아이파크 아파트,256
양천구,개화4팀,4534. 월정초교 앞 사거리,256
송파구,천호2팀,2655.송이공원,257
서초구,이수3팀,2518.서초3교(효령로70길 방면),257
서초구,이수1팀,2501. 서초 포레스타5단지,257
마포구,상암1팀,127. 현대벤처빌 앞,257
관악구,영남2팀,2178. 서울대학교 정문,258
성북구,훈련원2팀,1386.동선고가차도 초입,258
서대문구,상암1팀,160. 북아현동 가구거리,258
서초구,이수3팀,2502. 서초역1번출구 앞,258
송파구,천호2팀,4485. 잠실나루역 고가하부,260
서초구,이수1팀,2250. 서초유치원 맞은편,260
강동구,천호1팀,3694. 강동리엔파크 11단지,260
중랑구,중랑3팀,1468.먹골역 7번 출구,260
성북구,훈련원2팀,1348. 성북제일새마을금고 본점 앞,260
송파구,천호2팀,4454. 위례 포레샤인 1809동 부근,260
은평구,상암3팀,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",261
강남구,학여울1팀,2396. 영동3교 북단(우성캐릭터 앞 보도),261
관악구,이수2팀,2122. 낙성대로 입구,261
성동구,중랑2팀,3552.서울숲 공영주차장앞,261
서초구,이수3팀,2298. 래미안서초스위트앞,262
도봉구,도봉3팀,1750. 창포원 남쪽 입구,263
강남구,학여울1팀,2385. 학동역,265
강남구,학여울2팀,2341. 일원역 4~5번 출구 사이,265
성북구,훈련원2팀,1357. 북한산보국문역,265
송파구,천호2팀,4493. 마천사거리 2,266
마포구,상암1팀,4206. 광흥창역5번출구,266
서초구,이수3팀,2227.방배열린문화센터 앞,266
송파구,천호2팀,4463. 방이역 2번 출구,266
강북구,도봉4팀,1547. 꿈의숲 롯데캐슬,267
성동구,중랑2팀,526. 용답토속공원 앞,267
양천구,개화2팀,4530. 방아다리어린이공원,267
성동구,중랑2팀,510. 서울숲 남문 버스정류소 옆,268
중랑구,중랑3팀,1405. 망우역 1번출구,268
송파구,학여울2팀,1240. 문정 법조단지4,269
강북구,도봉4팀,1525. 미아동 복합청사,269
중랑구,중랑3팀,1441. 신내능말공원,270
종로구,세종로2팀,4707. 청계3가 사거리,270
송파구,천호2팀,1299. 송파소방서 (방이119안전센터),270
용산구,세종로 4팀,4603. 한강GS에클라트 건너편 교통섬,270
송파구,천호2팀,2654.올림픽선수촌아파트 136동 앞,271
도봉구,도봉3팀,1725. 창1동주민센터,272
서초구,이수3팀,2528.함지박 사거리,272
도봉구,도봉3팀,1758.북서울교회 버스정류소 앞,272
동작구,영남2팀,2065. 서울시여성가족재단,273
구로구,천왕2팀,1916. 구로중학교앞,273
용산구,세종로3팀,813. 삼각지역 3번출구,273
서초구,이수1팀,2241.양재전화국 사거리,273
서대문구,상암2팀,3105. 홍은센트레빌 아파트 앞,273
양천구,천왕1팀,724. 계남공원 입구 주출입구 좌측,274
금천구,천왕3팀,3968. 독산동 현대홈타운 금천과선교 앞,274
광진구,중랑1팀,3510. 중곡SK아파트앞,274
종로구,훈련원1팀,4703. 쌍용아파트2단지 정문,274
강남구,이수1팀,3609. 언주초등학교 입구,275
광진구,중랑1팀,3588.세종대학교(영실관),275
마포구,상암1팀,4238. 상암한샘빌딩앞,276
종로구,세종로2팀,352. 중앙고입구 삼거리,276
동대문구,훈련원4팀,639. 서울시립대 후문,276
강동구,천호1팀,1064.중앙보훈병원역 1번출구,276
은평구,상암3팀,954. 은평뉴타운구파발9단지,276
송파구,천호2팀,1275. 거여초등학교 옆,277
강동구,천호1팀,3676. 강동리엔파크9단지,277
관악구,이수2팀,3307.봉천고개 육교,277
성동구,중랑2팀,4360. 르노삼성자동차 성수사업소 앞,277
금천구,천왕3팀,1819. 금천구청 앞 자전거거치대,278
노원구,도봉2팀,4009. 월계프라자,278
영등포구,영남3팀,3203.도림동배드민턴체육관,278
양천구,개화4팀,757. 신정이펜하우스 1단지아파트 입구 사거리,278
중구,세종로2팀,4774. 을지로입구역 8번출구,279
금천구,천왕3팀,1831. 메이퀸웨딩컨벤션 앞,279
동대문구,훈련원3팀,4103. 휘경sk뷰아파트 앞,279
송파구,천호2팀,1300. 오륜사거리,279
서대문구,상암2팀,169. 북가좌 삼거리,279
양천구,개화4팀,733. 신정이펜하우스314동,280
강북구,도봉4팀,1528. 삼각산동 주민센터,280
은평구,상암3팀,4676. 갈현1동 주민센터,280
은평구,상암2팀,901. 응암1동사무소,281
중랑구,중랑3팀,4828. 신내동 한살림 중랑지구 앞,281
관악구,영남2팀,2196. 봉천역 3번출구,281
마포구,상암1팀,405. DMC빌 앞,282
관악구,영남2팀,2185. 대학동 고시촌,282
강남구,학여울1팀,2430.강남파이낸스센터앞(역삼역2번출구),283
구로구,천왕2팀,1976. 남구로역 5번 출입구 앞,283
중구,세종로2팀,471.회현사거리 남측,283
마포구,상암1팀,4207. 아만티호텔 앞,283
성북구,훈련원2팀,1325. 상월곡역 4번출구,283
강동구,천호1팀,1083.광문고교사거리(아이파크),284
강북구,도봉4팀,1532. 번3동 주민센터 교차로,284
서초구,이수1팀,2549.LH 서초 4단지 403동,284
강남구,학여울2팀,2337. 대모산입구역 2번출구 앞,284
강남구,학여울1팀,2331. 동영문화센터앞,284
중랑구,중랑3팀,4823. 방정환교육지원센터 옆,285
강남구,학여울1팀,2320. 도곡역 대치지구대 방향,285
송파구,천호2팀,2617. 가락삼환아파트 앞,285
금천구,천왕3팀,1809. LG전자 별관동(호서대 벤처타워 맞은편),285
용산구,세종로3팀,4623. 라인프랜즈이태원점 앞,286
마포구,상암1팀,4202. 프런트원(공덕역4번출구 앞),286
강남구,학여울1팀,2381. 언주역 6번출구앞,286
성북구,훈련원2팀,1391.성북청소년센터,286
강남구,학여울2팀,3618. 서울율현초교 삼거리,287
송파구,천호2팀,4472. 송파파크데일 1단지 115동 건너편,287
강남구,학여울1팀,2315. 봉은사역 5번출구 옆,287
은평구,상암2팀,909. 백련산 힐스테이트 3차,288
노원구,도봉2팀,4023. 월계역 1번 출구,288
종로구,세종로1팀,450. 효자동 삼거리,289
강북구,도봉4팀,1516. 우이초등학교 후문 옆,290
관악구,이수2팀,2167. 낙성대역 1번출구,290
성동구,중랑2팀,518. 청계천 박물관 앞,290
중랑구,중랑3팀,1465.중랑공영차고지 옆,290
중랑구,중랑3팀,1418. 새솔초등학교,290
강남구,학여울1팀,4902. 구역삼세무서 교차로,290
은평구,상암3팀,927. 연신내역 3번출구 인근,291
도봉구,도봉3팀,1751. 창원초등학교 교차로,292
성북구,훈련원2팀,1339. 삼성전자서비스 성북센터,293
종로구,훈련원1팀,337. 창경궁 입구,293
마포구,상암1팀,125. 서강대 남문 옆,293
마포구,상암1팀,406. 상암월드컵파크 7단지 앞,294
은평구,상암3팀,925. 불광역 2번출구,294
강동구,천호1팀,1025. 상일초등학교,294
양천구,개화4팀,714. 한국SGI 양천문화회관 앞,295
강서구,개화3팀,1137. 등촌2동주민센터,295
관악구,영남2팀,2190.도원맨션,295
동작구,영남2팀,2084.e편한세상 상도노빌리티 앞,296
영등포구,영남3팀,215. 여의도고교 앞,296
강남구,이수3팀,3606. 신사동주민센터 옆,296
은평구,상암3팀,941. 은평뉴타운 도서관,297
송파구,천호2팀,4856. 올림픽공원 서1문 앞,297
영등포구,영남1팀,3207.양남사거리1,297
영등포구,영남3팀,4589. KRX한국거래소(1),298
서초구,이수3팀,2299. 한전아트센터 앞,298
관악구,영남2팀,3807. 관악우체국 교차로,298
성북구,훈련원2팀,4411. 동산어린이공원 앞,298
구로구,천왕1팀,2819.하늘숲초등학교 앞,299
강서구,개화2팀,3770. 남부순환로 205,299
송파구,천호2팀,4462. 가락중학교 앞,300
용산구,세종로3팀,809. 한남 유수지 복개주차장,301
성동구,중랑2팀,4367. kt 행당빌딩 앞,301
영등포구,영남3팀,282. 신한은행 대림동지점,301
금천구,천왕3팀,3983. 금천구청역 1번 출구,301
도봉구,도봉3팀,1706. 기업은행 앞,301
노원구,도봉1팀,1672. 상계동수락리버시티,301
강북구,도봉4팀,1553.예수그리스도후기성도교회 앞,301
은평구,상암2팀,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,302
금천구,천왕3팀,1822. 서울 시흥동우체국 앞,302
동작구,이수2팀,2036. 정금마을 마을버스정류장,302
노원구,도봉1팀,4002. 상계주공 14단지 상가 앞,303
송파구,학여울2팀,1287. 위례아이파크 101동 맞은편,304
강남구,학여울1팀,2372. 대치역 사거리,305
은평구,상암3팀,946. 독바위역,305
도봉구,도봉3팀,"1735. 도봉역 1,2번 출구사이 건너편",305
강동구,천호1팀,1049. 강일리버파크 10단지,305
노원구,도봉1팀,4034. 상계근린공원 운동장 앞,305
도봉구,도봉3팀,1719. 신도봉사거리 버스정류장,306
은평구,상암3팀,964. 북한산힐스테이트 7차아파트,306
종로구,훈련원1팀,343. 예일빌딩(율곡로) 앞,306
강동구,천호1팀,1042. 강일리버파크 2~5단지,307
은평구,상암2팀,939. 은평구청 교차로,307
강북구,도봉4팀,3718. 번동 SK LPG 충전소,308
강남구,학여울2팀,2321. 학여울역 사거리,308
노원구,도봉2팀,1671. 인덕대학교,308
중랑구,중랑3팀,1412. 면목초등학교,309
동대문구,훈련원4팀,664. 서울시립대 건설공학관,309
강동구,천호1팀,1016. 해뜨는 주유소옆 리엔파크 109동앞,309
강북구,도봉4팀,3711. 월계2교 교차로,310
중구,훈련원1팀,372. 약수역 3번출구 뒤,310
동대문구,훈련원4팀,652. 답십리 래미안엘파인아파트 입구,310
중랑구,중랑3팀,4825. 신내동 벽산아파트 후문 앞,310
강북구,도봉4팀,1543. 수유1동 주민센터,310
양천구,천왕1팀,760. 잣절보도육교 아래,310
서대문구,상암2팀,3130.가재울사거리,311
서대문구,상암2팀,192. 연서어린이공원,311
동대문구,훈련원3팀,607. 신이문역 2번출구,312
강북구,도봉4팀,1518. SK telecom(수유직영점) 앞,312
마포구,상암1팀,407. 마포구 육아종합지원센터,312
관악구,영남2팀,2127. 난곡종점,313
강동구,천호1팀,1073.SSTS 몰 앞,313
성북구,훈련원2팀,1360. 정릉역,313
송파구,천호2팀,4860. 가락쌍용2차아파트 103동,313
관악구,이수2팀,2186. 낙성대입구삼거리,313
영등포구,영남3팀,250. 대림아파트 사거리,314
강북구,도봉4팀,1509. 서울북부수도사업소,314
서대문구,상암1팀,171. 임광빌딩 앞,314
성북구,훈련원2팀,1394.길음뉴타운 래미안9단지,314
중구,세종로2팀,324. 신세계백화점 본점 앞,314
서초구,이수1팀,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),315
동대문구,훈련원3팀,671.대광빌딩,315
강동구,천호1팀,3685. 강동리엔파크14단지(1401동 앞),315
관악구,영남2팀,2139. 서울신성초등학교,315
강서구,개화3팀,2703.서울도시가스 앞,315
강동구,천호1팀,1057. 능골근린공원,315
은평구,상암3팀,4671. 청구성심병원 앞,315
성동구,중랑2팀,3525. 금호스포츠센터앞,316
도봉구,도봉3팀,1772.시립도봉노인복지관 버스정류소,316
서초구,이수2팀,4318. 방배역 2번 출구,316
용산구,세종로3팀,802. 한강진역 2번 출구 앞,317
광진구,중랑1팀,3529. 어린이대공원정문,317
관악구,이수2팀,2128. 관악구청교차로,317
영등포구,영남1팀,3221.서울특별시 남부교육지원청,317
도봉구,도봉3팀,1702. 녹천역 1번출구 앞,317
마포구,상암1팀,440. 하늘공원 입구,317
강남구,이수3팀,2421. 신논현역 4번출구,318
서대문구,상암1팀,159. 이대역 4번 출구,318
중랑구,중랑3팀,1472.영성빌딩(PAT),318
은평구,상암3팀,976.진관고등학교앞,318
은평구,상암3팀,923. 국민은행 연서지점,319
구로구,천왕1팀,1928. 고척스카이돔구장 광장,320
송파구,학여울2팀,1239. 문정 법조단지3,321
서대문구,상암2팀,3122.북가좌삼거리2,322
금천구,천왕3팀,3956. 대륭테크노타운21차 앞,322
송파구,학여울2팀,2657.송파 파인타운 11단지,322
강남구,학여울1팀,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,323
종로구,훈련원1팀,3419.국립어린이과학관,323
서대문구,상암2팀,4253. 홍은도담도서관,323
종로구,훈련원1팀,452. 동대문 종합시장 버스정류장,323
강남구,학여울1팀,2365. K+ 타워 앞,323
광진구,중랑1팀,572. 국립정신 건강센터 앞,324
금천구,천왕3팀,1835. STX V타워,324
노원구,도봉2팀,1642. 서울여대 남문,324
강동구,천호1팀,1015. 샛마을 근린공원,324
도봉구,도봉3팀,1736. 버스정류장 앞,324
종로구,세종로1팀,3425.광화문 풍림스페이스본 1단지앞,325
마포구,상암1팀,142. 아현역 4번출구 앞,325
강북구,도봉4팀,1515. 송천동 주민센터,325
중구,훈련원1팀,347. 동대문역사문화공원역 9번출구 앞,325
송파구,천호2팀,4867. 가락대림아파트 앞,325
서초구,이수3팀,2529.우리은행 방배동지점 앞,326
성동구,중랑2팀,586. 마장동 주민센터,326
강남구,학여울2팀,2411. 세곡동 성당,327
성동구,중랑2팀,535. 응봉삼거리,327
강동구,천호1팀,1068.명일파출소,328
서초구,이수1팀,2263. 바우뫼문화복지회관,328
서초구,이수3팀,2514.사평역 2번출구,328
양천구,개화4팀,713. 양서중학교 옆,329
서초구,이수1팀,2293. SPC 앞,329
서초구,이수1팀,2243.서울가정법원,329
관악구,영남2팀,2156. 신림푸르지오아파트,329
용산구,세종로3팀,4629. 한강초교보도육교 앞,330
종로구,훈련원1팀,364. 창신역 1번출구 앞,330
서대문구,상암2팀,3123.DMC파크뷰자이1단지 110동 앞,330
노원구,도봉1팀,1630. 수연빌딩 앞,330
강남구,학여울1팀,2308. 압구정파출소 앞,331
