대여소 그룹,팀명,대여소 명,대여 건수
중랑구,중랑3팀,1418. 새솔초등학교,183
강남구,학여울1팀,2310. 청담동 맥도날드 옆(위치),184
강남구,학여울2팀,2426.강남한신휴플러스 6단지,184
도봉구,도봉3팀,1768.신동아타워 버스정류소,184
중랑구,중랑3팀,4827. 신내SK V1센터 앞,185
강동구,천호1팀,3653. 강동리버스트4단지아파트 404동 앞,185
송파구,학여울2팀,1263. 장지공영차고지,185
동대문구,훈련원3팀,600. 휘경2동 주민센터,185
서초구,이수3팀,2277. 길마중4교 하부,186
중구,세종로2팀,468.웨스틴 조선호텔,186
용산구,세종로3팀,4607. 국립중앙박물관 -용산가족공원 앞,186
강북구,도봉4팀,1537. 북한산 우이역,186
강동구,천호1팀,1056. 강일리버파크 7~11단지,186
성북구,훈련원2팀,1365. 선잠단지 앞,187
서초구,이수2팀,2223. 방배래미안 정문 앞,187
도봉구,도봉3팀,4058. 다락원체육공원 전망대 입구,187
강서구,개화1팀,3787. 가양나들목,187
동대문구,훈련원4팀,638. 서울시립대 정보기술관,187
강동구,천호1팀,1069.강동경희대학교병원 입구,187
강북구,도봉4팀,1571.북서울 꿈의 숲 입구,187
서대문구,상암2팀,3127.홍은2파출소 옆,187
강서구,개화1팀,1196. 서울식물원(문화센터) 건너편,188
중랑구,중랑3팀,1427. 용마산역 1번출구,188
강남구,학여울1팀,3629. 청담사거리(신한오피스텔빌딩 앞),188
은평구,상암2팀,934. 신사동 성당,188
금천구,천왕3팀,3985. 디폴리스 지식산업센터,188
은평구,상암3팀,967. 서울혁신파크2,188
중랑구,중랑3팀,4837. 양원지구 힐데스하임 앞,188
송파구,학여울2팀,4869. 잠실나들목6,188
종로구,훈련원1팀,397. 종묘공영주차장 건너편,189
강동구,천호1팀,3688. 상일동산(동아아파트앞 교차로),189
동대문구,훈련원4팀,621. 동대문중학교 옆,189
동대문구,훈련원4팀,608. 전농삼성아파트,190
마포구,상암1팀,127. 현대벤처빌 앞,190
서초구,이수3팀,4327. 몽마르뜨공원입구,190
중구,세종로2팀,4761. 탐앤탐스 을지로3가점,190
중랑구,중랑3팀,1479.면목 홈플러스 2,190
강서구,개화3팀,3761. 나이아가라관광호텔,192
은평구,상암2팀,4665. 응암역3번 출구(서부경찰서 방면),192
양천구,개화3팀,776.목마공원,192
성동구,중랑2팀,3558.마장동 금호어울림APT앞,192
강서구,개화2팀,1181. 농수산식품공사 (강서지사),192
종로구,세종로1팀,451. 청와대앞길,192
강남구,학여울1팀,2358. 구룡초사거리 (현대아파트10동 앞 ),193
용산구,세종로 4팀,4618. 풍전아파트 건너편,193
마포구,상암1팀,413. 상암월드컵파크 3단지 후문,194
서초구,이수1팀,4320. 신영체르니 아파트,195
용산구,세종로3팀,863.이촌역2번 출구,195
노원구,도봉2팀,4017. 월계 청백1단지 아파트 정류장,195
강서구,개화1팀,3776. 김포공항교차로,195
중구,훈련원1팀,382. 약수역 10번출구 앞,195
강동구,천호1팀,1079.강일동입구교차로,196
동대문구,훈련원4팀,606. 휘경공고앞,196
금천구,천왕3팀,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,196
용산구,세종로 4팀,4616. 신용산지하차도 앞,196
동작구,이수2팀,2088.상도중앙하이츠빌 입구,196
구로구,천왕2팀,1910. 낙원교회 맞은편,196
용산구,세종로 4팀,4602. 숙명여대앞 버스정류소 주변,196
금천구,천왕3팀,1865.금천구청앞(M빌딩),196
강서구,개화2팀,5072. 김포공항입구 교통섬,196
송파구,천호2팀,4861. 거여삼거리,197
종로구,세종로1팀,3427.인왕산 아이파크 정문,197
동대문구,훈련원3팀,4116. 이문e편한세상아파트 앞,197
도봉구,도봉3팀,1714. 도봉문화정보도서관 삼거리,197
영등포구,영남3팀,3211.신길 래미안 프레비뉴,198
금천구,천왕3팀,3984. 가산롯데아이티캐슬,198
서초구,이수3팀,2272. 교대입구 교차로,198
송파구,천호2팀,4889. 마천역 1번 출구 인근②,198
서대문구,상암1팀,3114.충정로역 3번 출구,198
도봉구,도봉3팀,1757.솔밭공원역 1번출구 앞,199
성북구,훈련원2팀,1367. 길음문화복합미디어센터,199
구로구,천왕1팀,1967. 참새공원(백곡경노당),199
용산구,세종로3팀,857. 현대 안성타워,199
마포구,상암1팀,432. 마포중앙도서관,199
송파구,천호2팀,1279. 마천금호어울림 1차아파트 건너편,200
마포구,상암1팀,4246. 상수역새마을금고,200
강북구,도봉4팀,1522. 월드전기조명인테리어(우이동),200
강북구,도봉4팀,1504. 다이소 삼양시장점,201
강남구,학여울2팀,3640. 일원1동주민센터앞 사거리,201
강동구,천호1팀,1058. 고덕숲 아이파크 1,201
강서구,개화2팀,1161. 강서면허시험장 앞,202
중구,세종로 4팀,435. SK 남산빌딩,202
도봉구,도봉3팀,4064. 신창아파트 입구 앞,202
용산구,세종로3팀,831. 이태원관광특구입구,202
강남구,학여울1팀,2388. 강남구 도시관리공단,202
용산구,세종로3팀,808. 서빙고동 금호맨션 앞,202
강서구,개화2팀,3799. 국립항공박물관,203
송파구,천호2팀,4474. 가락현대 1차 11동 앞,203
강남구,학여울1팀,2314. 청담나들목입구,203
금천구,천왕3팀,1863.위너스 스포츠클럽 골프연습장옆,203
구로구,천왕1팀,1992. 구로구배드민턴실내체육관 앞,203
서대문구,상암2팀,164. 북가좌1동 주민센터,204
강북구,도봉4팀,1547. 꿈의숲 롯데캐슬,204
서초구,이수3팀,2214. 신반포역 2번출구 앞,205
용산구,세종로3팀,4615. 크라운호텔앞 버스정류소,205
영등포구,영남3팀,299.여의도 순복음교회,205
영등포구,영남3팀,271. 샛강생태공원방문자센터 앞,205
구로구,천왕2팀,2826.가마산지하보도 옆,205
종로구,세종로1팀,446. 상명대입구,205
중랑구,중랑3팀,1426. 면목도시개발아파트 1동 앞,206
마포구,상암1팀,4216. 망원정 앞,206
성북구,훈련원2팀,1304. 만해공원,206
강동구,천호1팀,1063.강동롯데캐슬퍼스트 아파트(관리동),206
강동구,천호1팀,3691. 둔촌역 2번출구,207
강남구,학여울1팀,2380. 삼성동베이직하우스앞,207
종로구,세종로1팀,3426.독립문역 2번출구 뒤,208
송파구,천호2팀,4454. 위례 포레샤인 1809동 부근,209
동작구,영남2팀,4167. 구로교 아래,210
강남구,학여울2팀,3623. 일원에코파크 앞(개포로 방면),210
동작구,이수2팀,2024. 상도역 1번출구,210
영등포구,영남3팀,5851. 도림천 건널목 위,210
송파구,학여울2팀,4887. 호돌이상가,210
성동구,중랑2팀,4362. 행당중학교 후문,210
중구,세종로2팀,4784. 중부경찰서앞 사거리,211
강남구,학여울1팀,2311. 학동로 래미안 아파트 앞,211
노원구,도봉2팀,1646. 삼육대 입구,212
금천구,천왕3팀,1853. 서울디자인직업전문학교 앞,212
강동구,천호1팀,3654. 강동리버스트4단지아파트 405동 앞,212
금천구,천왕3팀,1825. 한신아파트 앞 육교 아래,212
도봉구,도봉3팀,1774.반석교회(쌍문동),212
성북구,훈련원2팀,1357. 북한산보국문역,213
영등포구,영남3팀,4599. 대림우성아파트 사거리,213
은평구,상암2팀,978.녹번 힐스테이트상가앞,214
중구,훈련원1팀,483.남산타운아파트 버스정류장,214
은평구,상암2팀,975.백련산 힐스테이트상가앞,214
은평구,상암3팀,902. 진관동 은빛초등학교,215
관악구,영남2팀,2143. 서울산업정보학교,215
영등포구,영남3팀,298.KBS 연구동 건너편,215
서초구,이수1팀,2550.양재동 꽃시장 건너편,215
마포구,상암1팀,4248. 신촌 교보빌딩,216
동작구,이수2팀,2026. 흑석역 4번출구,216
은평구,상암3팀,994.북한산생태공원입구(교통섬),216
종로구,훈련원1팀,388. 동성중학교 앞,217
서초구,이수3팀,2502. 서초역1번출구 앞,217
송파구,천호2팀,2614. 가락고등학교 앞,217
도봉구,도봉3팀,1725. 창1동주민센터,217
서초구,이수1팀,2241.양재전화국 사거리,218
성북구,훈련원2팀,1386.동선고가차도 초입,218
서대문구,상암2팀,161. 무악재역1번 출구,218
양천구,개화4팀,4534. 월정초교 앞 사거리,219
은평구,상암3팀,952. 서울연신중학교,219
용산구,세종로 4팀,836. 현대자동차서비스 앞,219
구로구,천왕1팀,3903. 현대아파트 앞,219
서대문구,상암1팀,139. 연세대 정문 건너편,219
성동구,중랑2팀,3547.상왕십리역 6번 출입구,219
중랑구,중랑3팀,4828. 신내동 한살림 중랑지구 앞,219
관악구,이수2팀,3813. 낙성대역 5번출구,220
강남구,학여울1팀,2368. 도곡동 경남아파트 건너편,220
은평구,상암3팀,947. 연신내 선일하이츠빌 정류소,220
중구,훈련원1팀,480.약수역 6번 출구,221
구로구,천왕1팀,1973. 오리로와 서해안도로 교차로 앞,222
성동구,중랑2팀,526. 용답토속공원 앞,222
송파구,학여울2팀,2634.위례포레샤인아파트 2318동,224
중구,훈련원1팀,428. 명보사거리,224
서대문구,상암1팀,160. 북아현동 가구거리,224
송파구,학여울2팀,2625.가락종합 사회복지관,224
송파구,학여울2팀,1296. 석촌호수교차로 (송파나루근린공원 앞),225
서초구,이수3팀,2298. 래미안서초스위트앞,225
성동구,중랑2팀,3530. 왕십리자이아파트 후문(삼거리),225
마포구,상암1팀,3005.마포구청 청사내,225
강남구,학여울1팀,3604. 삼성중앙역 5번출구,225
송파구,천호2팀,2616. 거여동 사거리,225
동작구,이수2팀,2037. 동작역 5번출구 동작주차공원,225
영등포구,영남3팀,4591. 신길자이아파트,225
관악구,이수2팀,2129. 낙성대 과학전시관,226
영등포구,영남3팀,4573. 두산위브아파트,226
양천구,천왕1팀,767.신정숲속마을아파트,226
구로구,천왕1팀,2815.항동지구 7단지 정문,226
서초구,이수3팀,4306. 서래공원 앞,227
동작구,이수2팀,2048. 삼일초등학교 인근,227
강북구,도봉4팀,1510. 번동주공5단지 관리사무소 앞,227
은평구,상암3팀,953. 서울연신초등학교,228
중구,세종로2팀,4776. 신세계면세점,228
구로구,천왕1팀,1999. 수궁동 성당 주변,228
양천구,영남1팀,4536. 양천해누리체육공원,229
용산구,세종로3팀,840. 용산 파크타워 앞,229
구로구,천왕1팀,1968. 동인오피스텔 건너편 소공원,229
중구,훈련원1팀,371. 동대입구역 6번출구 뒤,229
강서구,개화3팀,1183. KC 대학교,230
송파구,학여울2팀,1285. 위례별 유치원 뒤,230
중랑구,중랑3팀,4823. 방정환교육지원센터 옆,230
강남구,학여울1팀,2398. 더라움,231
강남구,학여울2팀,2341. 일원역 4~5번 출구 사이,231
마포구,상암1팀,4206. 광흥창역5번출구,231
강남구,학여울2팀,3642. LH강남힐스테이트아파트,232
동작구,영남2팀,4152. 상도효성해링턴플레이스,232
관악구,영남2팀,2190.도원맨션,233
광진구,중랑1팀,3510. 중곡SK아파트앞,233
강동구,천호1팀,1031. 올림픽로 836(아리수로),233
도봉구,도봉3팀,1759.서울북부지방법원 앞,233
용산구,세종로3팀,4623. 라인프랜즈이태원점 앞,233
종로구,세종로1팀,4715. 돈의문 박물관 마을,233
영등포구,영남3팀,4579. 국회의사당 본관,234
도봉구,도봉3팀,1761.방학중학교 앞,234
중구,세종로 4팀,4781. 브라운스위트레지던스,235
강북구,도봉4팀,1551.4.19탑 앞,235
중랑구,중랑3팀,1425. 용마문화복지센터,235
중구,세종로2팀,4775. 을지로지하쇼핑센터,236
강남구,학여울2팀,2422.수서동 성당 맞은편,236
용산구,세종로3팀,864.순천향대학병원(한남오거리),236
양천구,개화4팀,745. 강서초등학교,236
노원구,도봉2팀,1693. 원자력 병원,236
마포구,상암1팀,120. 신수동 사거리,236
서초구,이수3팀,2509. 심산기념문화센터,237
금천구,천왕2팀,3975.현대시티아울렛 가산,237
도봉구,도봉3팀,1736. 버스정류장 앞,238
강동구,천호1팀,1083.광문고교사거리(아이파크),238
노원구,도봉2팀,1671. 인덕대학교,238
서초구,이수3팀,2215. 반포종합운동장 입구,238
도봉구,도봉3팀,4073.방아골종합사회복지관,238
중랑구,중랑3팀,1480. 용마지구대 옆,239
서초구,이수3팀,2520.서초1교 (진흥아파트 방면),240
서대문구,상암1팀,3134.SK리쳄블(상수도사업본부),241
강남구,학여울1팀,2313. 금원빌딩 앞,241
광진구,중랑1팀,555. 구의3동주민센터,241
송파구,천호2팀,2643.풍납중학교 측면,242
송파구,천호2팀,4472. 송파파크데일 1단지 115동 건너편,242
은평구,상암3팀,954. 은평뉴타운구파발9단지,242
중구,세종로2팀,470.회현역 7번출구,242
중랑구,중랑3팀,4835. 망우동 본죽 앞,242
금천구,천왕3팀,3968. 독산동 현대홈타운 금천과선교 앞,242
강동구,천호1팀,1041. 묘곡초등학교,242
영등포구,영남3팀,4555. 대림우성2차아파트,243
중구,세종로2팀,4785. 롯데시티호텔,243
마포구,상암1팀,4224. 서부운전면허시험장,243
노원구,도봉1팀,1696.수락리버시티4단지,244
동작구,이수2팀,2069. 숭실대 입구역3번 출구 앞,244
금천구,천왕3팀,1819. 금천구청 앞 자전거거치대,244
용산구,세종로 4팀,4603. 한강GS에클라트 건너편 교통섬,245
서대문구,상암2팀,3132.홍제교,245
강서구,개화2팀,3770. 남부순환로 205,246
광진구,중랑1팀,3588.세종대학교(영실관),247
서초구,이수3팀,2514.사평역 2번출구,247
은평구,상암3팀,964. 북한산힐스테이트 7차아파트,247
도봉구,도봉3팀,1750. 창포원 남쪽 입구,248
강남구,이수1팀,3609. 언주초등학교 입구,248
강동구,천호1팀,3673. 강동리버스트6단지,248
강동구,천호1팀,1064.중앙보훈병원역 1번출구,249
강동구,천호1팀,3655. 둔촌신성미소지움아파트,250
동대문구,훈련원3팀,636. 세종대왕기념관 교차로,250
강동구,천호1팀,1018. 둔촌 주공 GS 맞은편,250
송파구,천호2팀,1258. 가락미륭아파트 앞,251
성동구,중랑2팀,3553.마장역3번출구,251
동작구,영남2팀,2057. 상도 아이파크 아파트,251
양천구,개화4팀,757. 신정이펜하우스 1단지아파트 입구 사거리,252
서초구,이수1팀,2285. LH서초3단지 301동 맞은편,252
금천구,천왕3팀,3977. 말미사거리,252
강남구,학여울1팀,"2419.봉은사역 1,2번 출구",253
은평구,상암2팀,901. 응암1동사무소,253
강남구,학여울1팀,2315. 봉은사역 5번출구 옆,254
양천구,천왕1팀,724. 계남공원 입구 주출입구 좌측,254
은평구,상암3팀,4653. 불광역 9번 출구 맞은편,254
강동구,천호1팀,3676. 강동리엔파크9단지,255
송파구,천호2팀,1300. 오륜사거리,255
동대문구,훈련원3팀,672.대광고등학교,256
구로구,천왕1팀,3918. 이좋은집오피스텔 앞,256
강남구,학여울1팀,2331. 동영문화센터앞,256
서초구,이수3팀,4316. 고속터미널역 3번출구,256
구로구,천왕1팀,2822.제니스스포츠 앞,256
영등포구,영남3팀,282. 신한은행 대림동지점,256
영등포구,영남3팀,4578.보라매sk뷰,257
송파구,천호2팀,1213. 백토공원 앞,257
서대문구,상암2팀,4253. 홍은도담도서관,257
금천구,천왕3팀,3969. 독산역 롯데캐슬 104동 앞,258
중랑구,중랑3팀,1436. 동원베네스트 건물 앞,258
도봉구,도봉3팀,1727. 서울도봉초등학교인근,258
양천구,천왕1팀,760. 잣절보도육교 아래,258
강남구,학여울1팀,2312. 청담역 13번 출구 앞,259
강남구,학여울1팀,2320. 도곡역 대치지구대 방향,259
마포구,상암1팀,4238. 상암한샘빌딩앞,259
노원구,도봉2팀,4009. 월계프라자,259
강남구,학여울1팀,2381. 언주역 6번출구앞,260
성북구,훈련원2팀,4414. 안암역 3번 출구,260
강북구,도봉4팀,1532. 번3동 주민센터 교차로,260
송파구,학여울2팀,4475. 송파파인타운 4단지 403동,261
은평구,상암3팀,927. 연신내역 3번출구 인근,261
서초구,이수1팀,2205. 내곡3단지 어린이공원 앞,261
마포구,상암1팀,406. 상암월드컵파크 7단지 앞,261
송파구,천호2팀,4485. 잠실나루역 고가하부,261
용산구,세종로3팀,4629. 한강초교보도육교 앞,261
성북구,훈련원2팀,1394.길음뉴타운 래미안9단지,262
강북구,도봉4팀,1525. 미아동 복합청사,262
관악구,영남2팀,2172. 나들목공원,262
강남구,학여울1팀,2319. 포스코사거리 서측(수협 삼성동 지점),262
용산구,세종로 4팀,850. KCC용산월츠타워,262
구로구,천왕2팀,1998. 고척교 교차로,262
송파구,천호2팀,1275. 거여초등학교 옆,262
영등포구,영남3팀,260. 여의도 마리나선착장 앞,263
동작구,이수2팀,2071. 대림아파트 후문 상가 옆,263
강남구,학여울1팀,2364. 도산공원교차로,264
강북구,도봉4팀,1528. 삼각산동 주민센터,264
강북구,도봉4팀,1516. 우이초등학교 후문 옆,264
중랑구,중랑3팀,1412. 면목초등학교,264
성동구,중랑2팀,3545.한양대역 1번출구,264
서초구,이수3팀,2227.방배열린문화센터 앞,265
성북구,훈련원2팀,4411. 동산어린이공원 앞,265
성북구,훈련원2팀,1391.성북청소년센터,265
서초구,이수1팀,2549.LH 서초 4단지 403동,266
강북구,도봉4팀,1574.송중초등학교 옆,266
성북구,훈련원2팀,1346. 길음8골어린이공원 옆,267
서초구,이수2팀,4318. 방배역 2번 출구,268
도봉구,도봉3팀,1758.북서울교회 버스정류소 앞,268
동대문구,훈련원3팀,666.이문대성유니드아파트 앞,269
서초구,이수1팀,2246. 서울시 품질시험소 앞,269
송파구,학여울2팀,1287. 위례아이파크 101동 맞은편,269
강동구,천호1팀,3658. 프라이어팰리스아파트,269
강남구,학여울1팀,2360. 도곡1동 주민센터 교차로,269
종로구,훈련원1팀,4703. 쌍용아파트2단지 정문,270
도봉구,도봉3팀,1770.도봉한신아파트 주변,270
관악구,이수2팀,2186. 낙성대입구삼거리,270
도봉구,도봉3팀,1751. 창원초등학교 교차로,270
강남구,학여울1팀,2385. 학동역,270
관악구,영남2팀,3807. 관악우체국 교차로,271
금천구,천왕3팀,1868.우리은행 시흥남자동화점 앞,271
영등포구,영남3팀,3203.도림동배드민턴체육관,271
은평구,상암2팀,939. 은평구청 교차로,271
도봉구,도봉3팀,1702. 녹천역 1번출구 앞,272
구로구,천왕1팀,2819.하늘숲초등학교 앞,272
동대문구,훈련원3팀,671.대광빌딩,272
금천구,천왕3팀,1843. 독산고등학교,272
구로구,천왕2팀,1976. 남구로역 5번 출입구 앞,273
중랑구,중랑3팀,1420. 신내어울공원 앞,274
은평구,상암3팀,976.진관고등학교앞,274
강남구,학여울1팀,2389. 경기여자고등학교 후문 (삼성로3길 입구),274
은평구,상암3팀,922. 연신내역 4번출구,274
강남구,학여울1팀,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),275
강남구,학여울1팀,2430.강남파이낸스센터앞(역삼역2번출구),275
강남구,학여울1팀,2323. 주식회사 오뚜기 정문 앞,276
강남구,학여울1팀,2317. 삼성도로공원,276
동작구,영남2팀,2065. 서울시여성가족재단,276
중랑구,중랑3팀,1468.먹골역 7번 출구,276
동대문구,훈련원4팀,652. 답십리 래미안엘파인아파트 입구,276
금천구,천왕3팀,1835. STX V타워,276
금천구,천왕3팀,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,277
종로구,훈련원1팀,343. 예일빌딩(율곡로) 앞,277
관악구,이수2팀,2198.사랑의병원,277
중랑구,중랑3팀,1472.영성빌딩(PAT),277
은평구,상암3팀,925. 불광역 2번출구,278
종로구,훈련원1팀,337. 창경궁 입구,278
종로구,세종로2팀,352. 중앙고입구 삼거리,278
성동구,중랑2팀,518. 청계천 박물관 앞,278
성북구,훈련원2팀,1348. 성북제일새마을금고 본점 앞,279
은평구,상암3팀,903. 은평뉴타운 아이파크,279
노원구,도봉2팀,2914.서울과학기술대학교(미래관),280
도봉구,도봉3팀,1722. 창동청소년수련관,280
은평구,상암3팀,946. 독바위역,281
은평구,상암3팀,941. 은평뉴타운 도서관,281
마포구,상암1팀,4202. 프런트원(공덕역4번출구 앞),281
영등포구,영남3팀,4589. KRX한국거래소(1),281
은평구,상암3팀,923. 국민은행 연서지점,282
성북구,훈련원2팀,1360. 정릉역,283
마포구,상암1팀,125. 서강대 남문 옆,283
동대문구,훈련원4팀,664. 서울시립대 건설공학관,283
양천구,천왕1팀,743. 현대6차아파트 101동 옆,284
은평구,상암3팀,993.은평뉴타운 은뜨락아파트앞,284
종로구,훈련원1팀,3402.이화공영주차장,284
강동구,천호1팀,1073.SSTS 몰 앞,284
송파구,학여울2팀,2657.송파 파인타운 11단지,285
송파구,학여울2팀,1240. 문정 법조단지4,285
중구,훈련원1팀,347. 동대문역사문화공원역 9번출구 앞,285
관악구,영남2팀,3310.영락고등학교,285
광진구,중랑1팀,3853. 어린이대공원역 2번출구,285
양천구,개화2팀,4530. 방아다리어린이공원,286
관악구,이수2팀,3307.봉천고개 육교,287
서초구,이수1팀,2293. SPC 앞,287
광진구,중랑1팀,3880. 홍련봉 공원,287
동작구,이수2팀,2036. 정금마을 마을버스정류장,287
강남구,학여울1팀,2326. 대치동 삼성로,287
중랑구,중랑3팀,1405. 망우역 1번출구,288
용산구,세종로3팀,802. 한강진역 2번 출구 앞,288
금천구,천왕3팀,1831. 메이퀸웨딩컨벤션 앞,288
동작구,이수2팀,2062. 사당새마을금고,288
금천구,천왕3팀,3956. 대륭테크노타운21차 앞,288
금천구,천왕3팀,1822. 서울 시흥동우체국 앞,289
관악구,영남2팀,2196. 봉천역 3번출구,289
중랑구,중랑3팀,1465.중랑공영차고지 옆,289
은평구,상암3팀,4676. 갈현1동 주민센터,290
종로구,훈련원1팀,452. 동대문 종합시장 버스정류장,290
마포구,상암1팀,440. 하늘공원 입구,290
은평구,상암3팀,4671. 청구성심병원 앞,290
강북구,도봉4팀,1542. 삼양사거리역,290
강남구,학여울1팀,2349. 역삼빌딩 앞(하나은행 옆),290
동대문구,훈련원3팀,4103. 휘경sk뷰아파트 앞,290
강북구,도봉4팀,1568.4.19민주묘지 입구사거리,290
성동구,중랑2팀,3525. 금호스포츠센터앞,290
마포구,상암1팀,4207. 아만티호텔 앞,291
노원구,도봉2팀,4033. 녹천역 4번 출구 옆,291
강동구,천호1팀,3694. 강동리엔파크 11단지,292
서초구,이수2팀,2511. 이수역 6번출구 앞,292
관악구,영남2팀,2136. 신림역 8번출구,292
강서구,개화3팀,1137. 등촌2동주민센터,292
성북구,훈련원2팀,1358. 정릉도서관 앞,292
서초구,이수3팀,2521.서초 크로바타워 앞,293
관악구,영남2팀,2137. KT&G 관악지점,293
강동구,천호1팀,3685. 강동리엔파크14단지(1401동 앞),293
강남구,학여울2팀,2411. 세곡동 성당,293
서초구,이수3팀,2268. 서초4동주민센터,294
은평구,상암2팀,909. 백련산 힐스테이트 3차,294
강남구,학여울1팀,2429.압구정로데오역 6번출구,294
중구,세종로2팀,324. 신세계백화점 본점 앞,294
서대문구,상암1팀,196. 연희교차로 인근,294
중랑구,중랑3팀,4825. 신내동 벽산아파트 후문 앞,294
성동구,중랑2팀,586. 마장동 주민센터,294
중랑구,중랑3팀,1457. 동원사거리,294
도봉구,도봉3팀,"1735. 도봉역 1,2번 출구사이 건너편",294
강서구,개화3팀,5067. 주원 리젠트 앞,295
강남구,학여울1팀,2353. 강남구청역 2번출구 뒤,295
중구,세종로 4팀,485.서울역5번출구,295
강동구,천호1팀,1025. 상일초등학교,295
동대문구,훈련원3팀,607. 신이문역 2번출구,295
종로구,세종로1팀,351. 청운초교 앞 삼거리,296
노원구,도봉2팀,1642. 서울여대 남문,296
영등포구,영남1팀,3221.서울특별시 남부교육지원청,296
강남구,학여울2팀,3644. 상록수아파트,296
강동구,천호1팀,1015. 샛마을 근린공원,296
용산구,세종로 4팀,852.청암자이APT(103동),296
강동구,천호1팀,1016. 해뜨는 주유소옆 리엔파크 109동앞,296
강남구,학여울2팀,2321. 학여울역 사거리,297
송파구,천호2팀,4462. 가락중학교 앞,297
서초구,이수3팀,2299. 한전아트센터 앞,298
강북구,도봉4팀,1543. 수유1동 주민센터,298
송파구,천호2팀,1299. 송파소방서 (방이119안전센터),299
송파구,천호2팀,4855. 거여5단지 503동 앞,299
강남구,학여울1팀,2396. 영동3교 북단(우성캐릭터 앞 보도),299
종로구,훈련원1팀,3419.국립어린이과학관,300
강동구,천호1팀,1070.(시립)고덕평생학습관,300
서대문구,상암2팀,169. 북가좌 삼거리,300
중구,세종로 4팀,441.염천교사거리,300
용산구,세종로3팀,813. 삼각지역 3번출구,300
동작구,이수2팀,4173. 중대후문 마을버스정류장,300
용산구,세종로 4팀,828. 숙대입구역 8번,301
중구,세종로2팀,471.회현사거리 남측,301
양천구,개화4팀,733. 신정이펜하우스314동,301
종로구,세종로2팀,4707. 청계3가 사거리,301
은평구,상암2팀,979.원풍빌라앞,301
강남구,학여울2팀,2387. 래미안강남힐즈 사거리,302
서초구,이수1팀,2250. 서초유치원 맞은편,302
성동구,중랑2팀,4367. kt 행당빌딩 앞,302
금천구,천왕3팀,3983. 금천구청역 1번 출구,302
종로구,훈련원1팀,364. 창신역 1번출구 앞,302
서대문구,상암1팀,137. 신촌기차역입구 교차로,303
광진구,중랑1팀,572. 국립정신 건강센터 앞,303
도봉구,도봉3팀,1772.시립도봉노인복지관 버스정류소,303
영등포구,영남3팀,250. 대림아파트 사거리,303
서초구,이수1팀,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),303
노원구,도봉1팀,4002. 상계주공 14단지 상가 앞,304
강동구,천호1팀,1057. 능골근린공원,304
성북구,훈련원2팀,1325. 상월곡역 4번출구,304
서대문구,상암2팀,3123.DMC파크뷰자이1단지 110동 앞,305
관악구,이수2팀,2122. 낙성대로 입구,305
광진구,중랑1팀,3529. 어린이대공원정문,305
서대문구,상암2팀,3129.DMC래미안e편한세상203동옆,305
강서구,개화3팀,5065. 허준박물관삼거리,306
도봉구,도봉3팀,1719. 신도봉사거리 버스정류장,306
서초구,이수3팀,2518.서초3교(효령로70길 방면),306
송파구,학여울2팀,1266. 문정동 글샘 공원,306
양천구,개화4팀,712. 강월초교입구 사거리,307
성동구,중랑2팀,510. 서울숲 남문 버스정류소 옆,307
중구,세종로2팀,4774. 을지로입구역 8번출구,307
송파구,천호2팀,2654.올림픽선수촌아파트 136동 앞,307
성북구,훈련원2팀,1340. 광운초등학교 앞,308
중구,세종로1팀,391. 시립미술관,309
영등포구,영남1팀,233. 양평1동 YP센터 앞,309
강북구,도봉4팀,3711. 월계2교 교차로,309
서초구,이수3팀,2271. 내방역 8번출구 앞,309
금천구,천왕3팀,1845. 롯데캐슬골드파크1차 서문,310
마포구,상암1팀,405. DMC빌 앞,310
강동구,천호1팀,1065.보훈병원 후문옆(더 원커피),310
영등포구,영남1팀,3207.양남사거리1,311
강동구,천호1팀,1049. 강일리버파크 10단지,311
양천구,개화4팀,790.화곡고가 사거리,311
서대문구,상암2팀,3130.가재울사거리,311
관악구,영남2팀,2127. 난곡종점,311
은평구,상암2팀,971. 역촌 센트레빌 아파트,312
중구,훈련원1팀,372. 약수역 3번출구 뒤,312
송파구,학여울2팀,4497. 아시아선수촌아파트 교차로,312
동작구,이수2팀,2095.경문고등학교 앞,313
관악구,영남2팀,2178. 서울대학교 정문,314
송파구,천호2팀,4463. 방이역 2번 출구,314
중구,세종로 4팀,4752. 삼성사이버빌리지아파트,314
은평구,상암3팀,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",314
금천구,천왕3팀,3963. 에이스 하드웨어(시흥대로 396) 앞,315
강남구,학여울2팀,2337. 대모산입구역 2번출구 앞,315
성동구,중랑2팀,4360. 르노삼성자동차 성수사업소 앞,315
강북구,도봉4팀,1509. 서울북부수도사업소,315
서초구,이수1팀,2501. 서초 포레스타5단지,315
금천구,천왕3팀,3959. 시흥사거리(시흥동 994-3 앞),315
노원구,도봉1팀,1672. 상계동수락리버시티,316
관악구,영남2팀,2139. 서울신성초등학교,316
금천구,천왕3팀,1854. 가산아네스트 오피스텔 앞,316
동대문구,훈련원4팀,628. 휘봉고등학교 앞,316
