대여소 그룹,팀명,대여소 명,대여 건수
강남구,학여울1팀,2353. 강남구청역 2번출구 뒤,538
중랑구,중랑3팀,1418. 새솔초등학교,538
금천구,천왕3팀,3968. 독산동 현대홈타운 금천과선교 앞,538
강동구,천호1팀,1069.강동경희대학교병원 입구,539
송파구,천호2팀,1258. 가락미륭아파트 앞,539
강동구,천호1팀,3688. 상일동산(동아아파트앞 교차로),539
서대문구,상암1팀,139. 연세대 정문 건너편,541
송파구,천호2팀,4485. 잠실나루역 고가하부,542
서초구,이수3팀,2298. 래미안서초스위트앞,543
송파구,천호2팀,4454. 위례 포레샤인 1809동 부근,543
구로구,천왕1팀,2818.천왕이펜하우스3단지 앞,543
노원구,도봉2팀,2907. 월계중학교,543
중랑구,중랑3팀,1421. 신내역 4번출구,544
마포구,상암1팀,489.구룡근린공원,544
마포구,상암1팀,3006. 상암월드컵파크5단지(상암중학교),544
동대문구,훈련원4팀,621. 동대문중학교 옆,545
중구,세종로2팀,469.회현역 1번출구,546
송파구,학여울2팀,2650.위례22단지 2208동 다리앞,549
노원구,도봉2팀,1679. 삼육대 도서관,549
금천구,천왕3팀,1863.위너스 스포츠클럽 골프연습장옆,550
강남구,학여울1팀,3636. 삼성중앙역·플래티넘아파트 정류소,551
중구,세종로2팀,466.롯데호텔,551
관악구,영남2팀,2143. 서울산업정보학교,553
영등포구,영남3팀,4579. 국회의사당 본관,554
노원구,도봉2팀,4045. 은하수 공원,555
은평구,상암3팀,941. 은평뉴타운 도서관,555
구로구,천왕1팀,1992. 구로구배드민턴실내체육관 앞,555
강북구,도봉4팀,1504. 다이소 삼양시장점,556
용산구,세종로 4팀,827. 국군복지단,559
마포구,상암1팀,4248. 신촌 교보빌딩,559
금천구,천왕3팀,1826. 한신코아 앞,563
송파구,천호2팀,1279. 마천금호어울림 1차아파트 건너편,564
금천구,천왕3팀,1853. 서울디자인직업전문학교 앞,565
동작구,이수2팀,2088.상도중앙하이츠빌 입구,565
강남구,학여울1팀,2358. 구룡초사거리 (현대아파트10동 앞 ),566
종로구,세종로1팀,4718. 광화문역 6번출구 옆 A,567
강동구,천호1팀,1058. 고덕숲 아이파크 1,569
도봉구,도봉3팀,1717. 시립창동운동장 입구,570
성동구,중랑2팀,533. 금남시장 교차로,572
도봉구,도봉3팀,1761.방학중학교 앞,572
강북구,도봉4팀,1539. 4.19민주묘지역,572
구로구,천왕1팀,1968. 동인오피스텔 건너편 소공원,573
용산구,세종로3팀,808. 서빙고동 금호맨션 앞,573
강북구,도봉4팀,1542. 삼양사거리역,574
중랑구,중랑3팀,1436. 동원베네스트 건물 앞,575
양천구,천왕1팀,767.신정숲속마을아파트,575
강남구,학여울1팀,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,576
강북구,도봉4팀,1546. 송천동우체국,578
강서구,개화2팀,5072. 김포공항입구 교통섬,579
강북구,상암1팀,4269. 연희IC 남측,580
강북구,도봉4팀,1547. 꿈의숲 롯데캐슬,582
서초구,이수3팀,2527.반포중학교 앞(세화여고 맞은편),582
마포구,상암1팀,491.월드컵파크 4단지,584
서초구,이수3팀,2521.서초 크로바타워 앞,585
중구,세종로1팀,4753. 우리은행 서소문금융센터,585
서초구,이수1팀,4320. 신영체르니 아파트,586
종로구,훈련원1팀,397. 종묘공영주차장 건너편,588
용산구,세종로3팀,857. 현대 안성타워,588
성북구,훈련원2팀,1391.성북청소년센터,590
서초구,이수3팀,2526.반포경남쇼핑 앞,590
중랑구,중랑3팀,1479.면목 홈플러스 2,590
종로구,세종로1팀,4715. 돈의문 박물관 마을,590
동대문구,훈련원3팀,4116. 이문e편한세상아파트 앞,590
성동구,중랑2팀,3557.서울숲리버뷰자이APT105동 앞,592
용산구,세종로3팀,4610. 한남나인원 105동 앞,592
송파구,천호2팀,2616. 거여동 사거리,593
노원구,도봉2팀,5305. 대륜E&S 서울지사 앞,593
은평구,상암2팀,4678. 백련산로 녹번센트레빌,593
송파구,천호2팀,1289. 풍납토성 서성벽터B,594
관악구,이수2팀,2159. 인헌초교,594
종로구,훈련원1팀,364. 창신역 1번출구 앞,595
광진구,중랑1팀,575. 대원중고교 입구(대하빌딩),595
성동구,중랑2팀,524. 래미안금호하이리버 아파트 102동 옆,595
강남구,학여울2팀,3640. 일원1동주민센터앞 사거리,597
용산구,세종로3팀,863.이촌역2번 출구,598
강동구,천호1팀,1064.중앙보훈병원역 1번출구,599
노원구,도봉2팀,4017. 월계 청백1단지 아파트 정류장,599
양천구,개화2팀,4519. 양원보도육교,600
은평구,상암3팀,902. 진관동 은빛초등학교,600
중구,세종로 4팀,4766. 서소문성지역사박물관,601
중랑구,중랑3팀,1466.두산대림아파트 삼거리,602
강북구,도봉4팀,1525. 미아동 복합청사,602
강남구,학여울2팀,2337. 대모산입구역 2번출구 앞,602
금천구,천왕3팀,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,604
은평구,상암3팀,993.은평뉴타운 은뜨락아파트앞,604
노원구,도봉1팀,1652. 파르코 앞,605
금천구,천왕3팀,1843. 독산고등학교,606
강남구,학여울1팀,2331. 동영문화센터앞,606
동작구,이수2팀,2048. 삼일초등학교 인근,607
서대문구,상암2팀,163. 명지전문대학교 정문 앞,609
구로구,천왕1팀,2822.제니스스포츠 앞,610
서대문구,상암1팀,137. 신촌기차역입구 교차로,610
중구,세종로2팀,4785. 롯데시티호텔,612
서초구,이수2팀,2281. 연세사랑병원신관앞,612
중구,훈련원1팀,480.약수역 6번 출구,615
강북구,도봉4팀,1511. 번동 금호어울림아파트102동앞,615
금천구,천왕2팀,1849. 대륭포스트타워5차,615
구로구,천왕1팀,2812.항동프라자,616
성동구,중랑2팀,526. 용답토속공원 앞,616
강동구,천호1팀,3674. 강동리버스트7단지,619
강서구,개화1팀,1105. 방화근린공원,619
송파구,학여울2팀,1239. 문정 법조단지3,620
서초구,이수1팀,2539.대한무역투자진흥공사 KOTRA 앞,621
강서구,개화3팀,5080. 가양역 1번출구,623
송파구,천호2팀,2614. 가락고등학교 앞,625
도봉구,도봉3팀,1774.반석교회(쌍문동),625
은평구,상암3팀,942. 상림마을 생태공원,626
성북구,훈련원2팀,1357. 북한산보국문역,626
양천구,개화2팀,741. 화곡로 입구 교차로,627
강동구,천호1팀,1079.강일동입구교차로,627
중구,세종로 4팀,4781. 브라운스위트레지던스,628
서초구,이수3팀,2514.사평역 2번출구,628
송파구,학여울2팀,4475. 송파파인타운 4단지 403동,629
중구,훈련원1팀,477.앰배서더 호텔 주변,629
성동구,중랑2팀,535. 응봉삼거리,630
구로구,천왕1팀,1943. 온수역 북측,631
은평구,상암2팀,4658. 녹번역1번출구앞,631
서초구,이수1팀,2549.LH 서초 4단지 403동,633
서대문구,상암1팀,196. 연희교차로 인근,634
성북구,훈련원2팀,1347. 길음래미안아파트817동 상가 앞,634
성북구,훈련원2팀,1386.동선고가차도 초입,634
동대문구,훈련원4팀,664. 서울시립대 건설공학관,634
성동구,중랑2팀,594. 중랑물재생센터(서울새활용플라자),634
구로구,천왕2팀,2826.가마산지하보도 옆,635
관악구,이수2팀,2129. 낙성대 과학전시관,635
종로구,훈련원1팀,3419.국립어린이과학관,638
중구,훈련원1팀,434. 신당 래미안 버스정류장,639
마포구,상암1팀,424. 롯데하이마트 (상암월드컵점),641
강서구,개화2팀,3765. 문소빌딩,642
서초구,이수1팀,2246. 서울시 품질시험소 앞,643
서대문구,상암2팀,169. 북가좌 삼거리,643
용산구,세종로3팀,811. 녹사평역1번출구,644
송파구,천호2팀,2643.풍납중학교 측면,645
노원구,도봉1팀,1678. 성서대학교 밀알관,646
강남구,학여울1팀,3638. 신청담나들목,647
서초구,이수3팀,4316. 고속터미널역 3번출구,647
은평구,상암3팀,947. 연신내 선일하이츠빌 정류소,648
강남구,학여울2팀,3612. 은곡마을,649
강남구,이수3팀,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),650
중구,세종로2팀,322. 명동성당 앞,654
강남구,이수1팀,3609. 언주초등학교 입구,654
강남구,학여울1팀,2310. 청담동 맥도날드 옆(위치),655
강북구,도봉4팀,1509. 서울북부수도사업소,655
구로구,천왕1팀,1973. 오리로와 서해안도로 교차로 앞,656
종로구,훈련원1팀,388. 동성중학교 앞,658
동대문구,훈련원3팀,671.대광빌딩,659
영등포구,영남3팀,4573. 두산위브아파트,661
강남구,학여울2팀,3641. 대청역,662
강남구,학여울1팀,2416.한티역 6번 출구,663
도봉구,도봉3팀,1759.서울북부지방법원 앞,664
강동구,천호1팀,1065.보훈병원 후문옆(더 원커피),665
노원구,도봉2팀,2914.서울과학기술대학교(미래관),665
양천구,개화3팀,776.목마공원,666
송파구,천호2팀,4474. 가락현대 1차 11동 앞,666
강북구,도봉4팀,1551.4.19탑 앞,667
관악구,영남2팀,2137. KT&G 관악지점,668
서초구,이수3팀,2518.서초3교(효령로70길 방면),669
송파구,학여울2팀,2645.잠실나들목2(엘스아파트136동),669
구로구,천왕1팀,2815.항동지구 7단지 정문,669
동작구,영남2팀,4152. 상도효성해링턴플레이스,672
강남구,학여울1팀,3604. 삼성중앙역 5번출구,673
강동구,천호1팀,3653. 강동리버스트4단지아파트 404동 앞,675
중랑구,중랑3팀,4829. 신내동 한살림 중랑지구 북축,675
송파구,학여울2팀,1287. 위례아이파크 101동 맞은편,675
강북구,도봉4팀,1537. 북한산 우이역,676
강서구,개화3팀,1183. KC 대학교,676
강남구,학여울1팀,2312. 청담역 13번 출구 앞,677
서초구,이수3팀,2233. 서초신동아1차아파트 옆,680
송파구,천호2팀,4862. 성내교 남단,682
은평구,상암2팀,975.백련산 힐스테이트상가앞,682
노원구,도봉2팀,1660. 서울시립과학관,682
강남구,학여울1팀,2364. 도산공원교차로,683
강남구,학여울1팀,2360. 도곡1동 주민센터 교차로,684
중랑구,중랑3팀,1441. 신내능말공원,684
동대문구,훈련원4팀,638. 서울시립대 정보기술관,685
용산구,세종로 4팀,866.브라운스톤 남산아파트,686
성북구,훈련원2팀,1367. 길음문화복합미디어센터,686
영등포구,영남3팀,4599. 대림우성아파트 사거리,686
서대문구,상암2팀,3107. 연희초등학교 앞,687
마포구,상암1팀,425. DMC첨단산업센터,688
강동구,천호1팀,3655. 둔촌신성미소지움아파트,689
관악구,영남2팀,2178. 서울대학교 정문,692
구로구,천왕1팀,3903. 현대아파트 앞,693
구로구,천왕1팀,3917. 성공회대학교,694
강동구,천호1팀,3692. 둔촌오륜역 1번 출구,694
종로구,훈련원1팀,343. 예일빌딩(율곡로) 앞,694
서초구,이수1팀,2205. 내곡3단지 어린이공원 앞,696
도봉구,도봉3팀,1768.신동아타워 버스정류소,696
강남구,학여울2팀,3643. 더시그넘하우스 앞,697
강남구,학여울1팀,2319. 포스코사거리 서측(수협 삼성동 지점),698
강남구,학여울1팀,2389. 경기여자고등학교 후문 (삼성로3길 입구),699
광진구,중랑1팀,3537. 아차산 휴먼시아 아파트 옆,699
강동구,천호1팀,1032. 선사고등학교,699
광진구,중랑1팀,3543. 세종대학교(학술정보원),699
중구,세종로 4팀,441.염천교사거리,700
은평구,상암3팀,4683. 은평 성모병원 사거리,701
광진구,중랑1팀,3588.세종대학교(영실관),702
노원구,도봉2팀,4033. 녹천역 4번 출구 옆,703
송파구,학여울2팀,4874. 탄천1교 하부보도,703
노원구,도봉1팀,4035. 수락 행복발전소 앞,704
강남구,학여울1팀,2356. 강남구청,704
용산구,세종로3팀,840. 용산 파크타워 앞,705
강서구,개화2팀,3770. 남부순환로 205,705
강동구,천호1팀,1031. 올림픽로 836(아리수로),705
송파구,학여울2팀,1241. 문정 법조단지5,706
강남구,학여울1팀,2396. 영동3교 북단(우성캐릭터 앞 보도),706
중랑구,중랑3팀,4821. 동원초등학교 정문 앞,706
도봉구,도봉3팀,1732. 우리은행 앞,707
동작구,이수2팀,2069. 숭실대 입구역3번 출구 앞,707
양천구,천왕1팀,760. 잣절보도육교 아래,709
마포구,상암1팀,4207. 아만티호텔 앞,712
금천구,천왕3팀,1825. 한신아파트 앞 육교 아래,712
노원구,도봉2팀,1693. 원자력 병원,712
성북구,훈련원2팀,1325. 상월곡역 4번출구,713
구로구,천왕1팀,3906. 천왕차량사업소 입구,713
관악구,영남2팀,2190.도원맨션,713
강동구,천호1팀,3675. 강동리버스트8단지,714
용산구,세종로 4팀,4627. 효창공원앞역 5번출구 옆,715
서초구,이수1팀,2550.양재동 꽃시장 건너편,715
동대문구,훈련원4팀,606. 휘경공고앞,715
서초구,이수1팀,2501. 서초 포레스타5단지,715
중구,세종로2팀,468.웨스틴 조선호텔,715
구로구,천왕2팀,1976. 남구로역 5번 출입구 앞,717
서대문구,상암2팀,167. 연가초등학교 옆,717
광진구,중랑1팀,572. 국립정신 건강센터 앞,718
금천구,천왕3팀,1845. 롯데캐슬골드파크1차 서문,718
은평구,상암3팀,995.은평다목적체육관,719
강서구,개화2팀,3797. 마곡수명산파크7단지 710동 앞,720
마포구,상암1팀,4251. 공덕역 경의선숲길 커뮤니티센터,723
도봉구,도봉3팀,4058. 다락원체육공원 전망대 입구,723
강동구,천호1팀,3673. 강동리버스트6단지,723
관악구,영남2팀,3807. 관악우체국 교차로,724
강남구,학여울1팀,2339. 현대아파트 정문 앞,724
동작구,이수2팀,2062. 사당새마을금고,725
용산구,세종로 4팀,4621. 남산도서관 앞,726
은평구,상암3팀,925. 불광역 2번출구,727
강북구,도봉4팀,1516. 우이초등학교 후문 옆,728
노원구,도봉2팀,1646. 삼육대 입구,728
금천구,천왕3팀,3980. 금천현대홈타운 후문 서부샛길,729
중구,훈련원1팀,371. 동대입구역 6번출구 뒤,731
강서구,개화1팀,2716.롯데 R&D 센터,731
동작구,이수2팀,2024. 상도역 1번출구,734
영등포구,영남3팀,4591. 신길자이아파트,734
용산구,세종로3팀,848. 삼각지12번 출구,735
영등포구,영남3팀,4578.보라매sk뷰,735
송파구,천호2팀,4493. 마천사거리 2,736
강동구,천호1팀,3676. 강동리엔파크9단지,737
은평구,상암2팀,4665. 응암역3번 출구(서부경찰서 방면),738
강남구,학여울1팀,2385. 학동역,738
강남구,학여울2팀,2422.수서동 성당 맞은편,739
은평구,상암2팀,965. 서울특별시 은평병원,741
도봉구,도봉3팀,1723. 방학동학마을도서관,741
서초구,이수3팀,2297. 남부터미널역 1번출구,742
강남구,학여울2팀,2426.강남한신휴플러스 6단지,744
강남구,학여울2팀,3644. 상록수아파트,745
관악구,영남2팀,2127. 난곡종점,745
영등포구,영남3팀,4555. 대림우성2차아파트,745
금천구,천왕3팀,1809. LG전자 별관동(호서대 벤처타워 맞은편),747
구로구,천왕1팀,3912. 삼호아파트 앞,748
은평구,상암3팀,953. 서울연신초등학교,749
용산구,세종로3팀,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",750
서대문구,상암1팀,160. 북아현동 가구거리,750
서대문구,상암1팀,141. 연대 대운동장 옆,751
도봉구,도봉3팀,1736. 버스정류장 앞,752
강남구,학여울1팀,3629. 청담사거리(신한오피스텔빌딩 앞),753
서초구,이수1팀,2293. SPC 앞,754
도봉구,도봉3팀,1727. 서울도봉초등학교인근,754
동작구,영남2팀,2065. 서울시여성가족재단,756
종로구,훈련원1팀,337. 창경궁 입구,756
중랑구,중랑3팀,4836. 양원역 1번 출구,758
서초구,이수3팀,2212.서초현대4차아파트 201동 맞은편,759
송파구,학여울2팀,1285. 위례별 유치원 뒤,759
도봉구,도봉3팀,1758.북서울교회 버스정류소 앞,759
도봉구,도봉3팀,1702. 녹천역 1번출구 앞,759
양천구,개화4팀,757. 신정이펜하우스 1단지아파트 입구 사거리,762
동작구,영남2팀,2008. 노량진근린공원 대방공원,762
금천구,천왕3팀,3969. 독산역 롯데캐슬 104동 앞,763
서대문구,상암2팀,3127.홍은2파출소 옆,763
강남구,학여울2팀,2344. 리엔파크 2단지 앞,763
노원구,도봉2팀,2903.월계초안아파트 1단지,764
서초구,이수2팀,2229.로고스교회 맞은 편,765
서초구,이수3팀,2547.포드서초서비스센터앞,765
강남구,학여울1팀,4905. 강남경찰서,765
송파구,천호2팀,1275. 거여초등학교 옆,765
동대문구,훈련원3팀,636. 세종대왕기념관 교차로,766
중구,세종로2팀,470.회현역 7번출구,767
동대문구,훈련원3팀,667.청량차도 육교 밑,770
강서구,개화1팀,3776. 김포공항교차로,771
관악구,영남2팀,2172. 나들목공원,771
마포구,상암1팀,4246. 상수역새마을금고,772
서초구,이수1팀,2243.서울가정법원,772
강동구,천호1팀,3686. 고덕 래미안 힐스테이트(101동),774
양천구,개화4팀,745. 강서초등학교,778
서초구,이수3팀,2268. 서초4동주민센터,778
강북구,도봉4팀,1543. 수유1동 주민센터,778
중구,세종로2팀,4774. 을지로입구역 8번출구,778
중구,훈련원1팀,382. 약수역 10번출구 앞,779
서초구,이수3팀,4307. 고투몰 gate 15옆,779
동작구,이수2팀,4173. 중대후문 마을버스정류장,780
강동구,천호1팀,1083.광문고교사거리(아이파크),781
영등포구,영남3팀,271. 샛강생태공원방문자센터 앞,781
강서구,개화3팀,1137. 등촌2동주민센터,783
은평구,상암2팀,909. 백련산 힐스테이트 3차,783
광진구,중랑1팀,3880. 홍련봉 공원,783
은평구,상암3팀,922. 연신내역 4번출구,784
관악구,이수2팀,3813. 낙성대역 5번출구,784
서초구,이수3팀,4313. 반포종합운동장,787
노원구,도봉1팀,1664. 노해근린공원내,788
강서구,개화1팀,1198. LG 사이언스파크,789
영등포구,영남1팀,233. 양평1동 YP센터 앞,789
도봉구,도봉3팀,1713. 쌍문동 이안아파트 앞,790
강남구,학여울1팀,2373. 개포동역 사거리,792
구로구,천왕2팀,1916. 구로중학교앞,793
강북구,도봉4팀,3711. 월계2교 교차로,795
영등포구,영남3팀,3211.신길 래미안 프레비뉴,795
강남구,학여울1팀,2394. 개포래미안포레스트아파트 107동 앞,796
송파구,학여울2팀,2625.가락종합 사회복지관,796
강서구,개화3팀,3761. 나이아가라관광호텔,797
강남구,학여울1팀,"2419.봉은사역 1,2번 출구",797
강남구,학여울1팀,2314. 청담나들목입구,798
강동구,천호1팀,1056. 강일리버파크 7~11단지,798
성북구,훈련원2팀,1344. 아리랑시네센터 앞,798
송파구,천호2팀,4472. 송파파크데일 1단지 115동 건너편,799
종로구,세종로1팀,446. 상명대입구,800
강남구,학여울1팀,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,800
서대문구,상암2팀,192. 연서어린이공원,802
중구,세종로2팀,4775. 을지로지하쇼핑센터,804
동대문구,훈련원4팀,652. 답십리 래미안엘파인아파트 입구,804
금천구,천왕3팀,1859. 대륭테크노타운 18차,804
금천구,천왕3팀,1831. 메이퀸웨딩컨벤션 앞,806
강남구,학여울1팀,2430.강남파이낸스센터앞(역삼역2번출구),806
강북구,도봉4팀,1515. 송천동 주민센터,806
강북구,도봉4팀,1518. SK telecom(수유직영점) 앞,806
광진구,중랑1팀,3508. 화양사거리,806
은평구,상암3팀,927. 연신내역 3번출구 인근,807
서대문구,상암2팀,3130.가재울사거리,808
광진구,중랑1팀,591. 건국대학교 (행정관),810
송파구,학여울2팀,4863. 잠실나들목5,810
중랑구,중랑3팀,4838.동원사거리 행복오피스텔 앞,810
중구,훈련원1팀,347. 동대문역사문화공원역 9번출구 앞,811
강동구,천호1팀,1057. 능골근린공원,811
마포구,상암1팀,142. 아현역 4번출구 앞,811
광진구,중랑1팀,3863. 동일로58길 입구,813
강동구,천호1팀,3690. 강일역 4번출구,815
중구,세종로2팀,471.회현사거리 남측,815
성동구,중랑2팀,506. 금호 어울림 아파트 앞,816
도봉구,도봉3팀,4084. 도봉동실내스포츠센터,816
서초구,이수1팀,2263. 바우뫼문화복지회관,817
은평구,상암3팀,4676. 갈현1동 주민센터,818
서대문구,상암2팀,3132.홍제교,819
서대문구,상암2팀,4253. 홍은도담도서관,819
관악구,영남2팀,2139. 서울신성초등학교,821
서대문구,상암2팀,3129.DMC래미안e편한세상203동옆,827
강동구,천호1팀,1041. 묘곡초등학교,829
도봉구,도봉3팀,1751. 창원초등학교 교차로,829
강남구,학여울2팀,2341. 일원역 4~5번 출구 사이,830
마포구,상암1팀,413. 상암월드컵파크 3단지 후문,830
서초구,이수1팀,2250. 서초유치원 맞은편,831
송파구,학여울2팀,4887. 호돌이상가,833
서초구,이수3팀,2237.서울남부터미널 대합실 입구,834
송파구,천호2팀,2617. 가락삼환아파트 앞,835
도봉구,도봉3팀,1725. 창1동주민센터,835
양천구,개화4팀,790.화곡고가 사거리,836
금천구,천왕3팀,3985. 디폴리스 지식산업센터,836
용산구,세종로 4팀,845. 용산 선인상가,836
송파구,천호2팀,4871. 오금동 대림아파트 정문,841
서초구,이수3팀,2542.신논현타워 앞,841
중랑구,중랑3팀,1472.영성빌딩(PAT),843
종로구,세종로1팀,349. 사직동주민센터,843
성동구,중랑2팀,3558.마장동 금호어울림APT앞,844
중랑구,중랑3팀,1480. 용마지구대 옆,845
송파구,천호2팀,1299. 송파소방서 (방이119안전센터),846
강서구,개화1팀,3801. 이랜드글로벌R&D센터,846
성북구,훈련원2팀,1302. 한성대입구역6번출구 뒤,846
강동구,천호1팀,3665. 고덕센트럴 아이파크상가 앞,847
강동구,천호1팀,1063.강동롯데캐슬퍼스트 아파트(관리동),847
영등포구,영남1팀,3207.양남사거리1,848
동대문구,훈련원3팀,607. 신이문역 2번출구,849
노원구,도봉2팀,4009. 월계프라자,849
용산구,세종로3팀,4615. 크라운호텔앞 버스정류소,850
종로구,훈련원1팀,3412.세운상가,850
관악구,영남2팀,2196. 봉천역 3번출구,850
광진구,중랑1팀,3853. 어린이대공원역 2번출구,851
강북구,도봉4팀,1574.송중초등학교 옆,853
금천구,천왕3팀,1854. 가산아네스트 오피스텔 앞,853
광진구,중랑1팀,555. 구의3동주민센터,853
금천구,천왕3팀,1870.독산3동주민센터 앞,853
광진구,중랑1팀,3510. 중곡SK아파트앞,854
중구,훈련원1팀,4800. 필동 삼거리,855
서초구,이수1팀,2242.양재역 11번 출구 앞,855
용산구,세종로3팀,843. 녹사평역 광장,855
송파구,천호2팀,1280. 송파파크데일 2단지입구 앞 주차장,857
노원구,도봉1팀,1672. 상계동수락리버시티,859
강동구,천호1팀,1018. 둔촌 주공 GS 맞은편,860
용산구,세종로 4팀,4616. 신용산지하차도 앞,864
강남구,학여울1팀,4902. 구역삼세무서 교차로,865
강남구,이수3팀,2421. 신논현역 4번출구,865
동대문구,훈련원3팀,677.청량리역 4번 5번출구 사이,865
중구,세종로2팀,332. 을지로2가 사거리 남측,866
강북구,도봉4팀,1554.번동사거리,867
강동구,천호1팀,3691. 둔촌역 2번출구,868
용산구,세종로3팀,4634. 이태원역 3번 출구,869
강남구,학여울2팀,2321. 학여울역 사거리,870
중랑구,중랑3팀,1457. 동원사거리,870
강남구,학여울1팀,2320. 도곡역 대치지구대 방향,870
성북구,훈련원2팀,1348. 성북제일새마을금고 본점 앞,871
성북구,훈련원2팀,1373. 성북구보건소 건너편,874
송파구,천호2팀,4458. 가락2동주민센터 인근,875
금천구,천왕3팀,1822. 서울 시흥동우체국 앞,875
동대문구,훈련원3팀,600. 휘경2동 주민센터,875
종로구,훈련원1팀,452. 동대문 종합시장 버스정류장,876
동대문구,훈련원3팀,4103. 휘경sk뷰아파트 앞,876
영등포구,영남3팀,282. 신한은행 대림동지점,877
송파구,천호2팀,4462. 가락중학교 앞,877
서초구,이수3팀,2239.교대역 6번출구,878
서대문구,상암2팀,3122.북가좌삼거리2,878
서초구,이수3팀,2227.방배열린문화센터 앞,884
동작구,이수2팀,2026. 흑석역 4번출구,884
금천구,천왕3팀,1835. STX V타워,884
은평구,상암3팀,976.진관고등학교앞,884
구로구,천왕1팀,1999. 수궁동 성당 주변,889
성동구,중랑2팀,3553.마장역3번출구,891
성북구,훈련원2팀,4414. 안암역 3번 출구,891
송파구,천호2팀,2655.송이공원,893
서초구,이수3팀,4306. 서래공원 앞,893
강남구,학여울1팀,2330. 역삼월드메르디앙아파트 앞,893
강동구,천호1팀,1042. 강일리버파크 2~5단지,893
영등포구,영남3팀,4589. KRX한국거래소(1),895
서대문구,상암1팀,3115.북아현 치안센터 인근,896
강남구,이수3팀,2409. 역삼동 디오슈페리움 (우성아파트 사거리),897
양천구,개화4팀,4534. 월정초교 앞 사거리,898
성동구,중랑2팀,4360. 르노삼성자동차 성수사업소 앞,898
성북구,훈련원2팀,1340. 광운초등학교 앞,900
강동구,천호1팀,1067.한영중고앞사거리,901
서대문구,상암2팀,3110.홍은 현대아이파크 아파트 202동 앞,902
중랑구,중랑3팀,1425. 용마문화복지센터,903
은평구,상암3팀,946. 독바위역,903
송파구,학여울2팀,4480. 가락시장 남1문 사거리,905
종로구,세종로1팀,351. 청운초교 앞 삼거리,905
영등포구,영남3팀,4563. 여의도 은하아파트,905
관악구,이수2팀,2186. 낙성대입구삼거리,906
강동구,천호1팀,1025. 상일초등학교,907
서초구,이수3팀,2299. 한전아트센터 앞,907
강남구,학여울1팀,2313. 금원빌딩 앞,908
송파구,천호2팀,1291. 서울체육고등학교 앞,908
강동구,천호1팀,1070.(시립)고덕평생학습관,908
도봉구,도봉3팀,4073.방아골종합사회복지관,909
관악구,영남2팀,2144. 난우길입구,910
강북구,도봉4팀,1532. 번3동 주민센터 교차로,911
마포구,상암1팀,118. 광흥창역 2번출구 앞,913
구로구,천왕1팀,3908. 오류동 다숲오피스텔 앞,917
영등포구,영남3팀,260. 여의도 마리나선착장 앞,918
강북구,도봉4팀,3718. 번동 SK LPG 충전소,918
강남구,학여울1팀,4901.KT&G타워 옆(상상마당 대치아트홀),919
금천구,천왕3팀,3977. 말미사거리,920
마포구,상암1팀,406. 상암월드컵파크 7단지 앞,921
강남구,학여울2팀,3618. 서울율현초교 삼거리,921
강남구,학여울2팀,3642. LH강남힐스테이트아파트,921
중구,세종로2팀,331. 을지로2가 사거리 북측,921
종로구,세종로1팀,309. 광화문역 6번출구 옆 B,926
구로구,천왕2팀,1998. 고척교 교차로,926
강북구,도봉4팀,1568.4.19민주묘지 입구사거리,927
도봉구,도봉3팀,1706. 기업은행 앞,928
성북구,훈련원2팀,1358. 정릉도서관 앞,928
강동구,천호1팀,3694. 강동리엔파크 11단지,929
서대문구,상암1팀,140. 이화여대 후문,930
강서구,개화1팀,1159. 서서울모터리움 앞,931
영등포구,영남3팀,5855. 하이투자증권 앞,931
서초구,이수1팀,2537.양재역 8번출구 앞,932
동작구,이수2팀,2027. 중앙대학교 정문 1,933
서초구,이수3팀,2213. 고속터미널역 5번출구 앞,933
송파구,학여울2팀,2631.배명고등학교,934
동대문구,훈련원3팀,666.이문대성유니드아파트 앞,934
중랑구,중랑3팀,1420. 신내어울공원 앞,934
종로구,세종로1팀,3425.광화문 풍림스페이스본 1단지앞,935
용산구,세종로 4팀,4618. 풍전아파트 건너편,935
서대문구,상암1팀,3104. e편한세상 신촌4단지 앞,938
용산구,세종로 4팀,852.청암자이APT(103동),939
강남구,학여울2팀,3623. 일원에코파크 앞(개포로 방면),941
강남구,학여울1팀,4906. 섬유센터 앞,943
구로구,천왕1팀,1993. 금강수목원아파트 앞,945
금천구,천왕2팀,1812. 갑을그레이트밸리 앞,945
노원구,도봉2팀,1641. 한내근린공원 남측,945
송파구,천호2팀,4889. 마천역 1번 출구 인근②,946
영등포구,영남3팀,285. 대림3동사거리(하나은행),946
은평구,상암2팀,979.원풍빌라앞,948
서초구,이수1팀,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),949
강북구,도봉4팀,1536. 번동 두산위브 101동 옆,951
구로구,천왕1팀,2819.하늘숲초등학교 앞,951
은평구,상암3팀,923. 국민은행 연서지점,952
구로구,천왕1팀,3918. 이좋은집오피스텔 앞,953
강서구,개화3팀,5067. 주원 리젠트 앞,953
양천구,개화4팀,712. 강월초교입구 사거리,953
